pc_time,seq,tick_ms,bitmap,sensor_1_x_gs,sensor_1_y_gs,sensor_1_z_gs,sensor_2_x_gs,sensor_2_y_gs,sensor_2_z_gs,sensor_3_x_gs,sensor_3_y_gs,sensor_3_z_gs,sensor_4_x_gs,sensor_4_y_gs,sensor_4_z_gs,sensor_5_x_gs,sensor_5_y_gs,sensor_5_z_gs,sensor_6_x_gs,sensor_6_y_gs,sensor_6_z_gs,sensor_7_x_gs,sensor_7_y_gs,sensor_7_z_gs,sensor_8_x_gs,sensor_8_y_gs,sensor_8_z_gs,sensor_9_x_gs,sensor_9_y_gs,sensor_9_z_gs,sensor_10_x_gs,sensor_10_y_gs,sensor_10_z_gs,sensor_11_x_gs,sensor_11_y_gs,sensor_11_z_gs,sensor_12_x_gs,sensor_12_y_gs,sensor_12_z_gs,imu_seq,imu_tick_ms,ax,ay,az,gx,gy,gz,temp
1780493824.006261,104877,495905,0x0FFF,0.472937,0.307959,-0.846887,0.395947,0.494934,-0.923877,0.252966,0.428943,-0.780896,0.351953,-0.615918,1.330823,0.131982,-0.307959,1.275830,0.076990,-0.274963,1.352820,0.230969,0.263965,-0.934875,0.197974,0.406946,-0.868884,0.153979,0.461938,-0.857886,0.219971,-0.494934,1.000867,0.098987,-0.241968,1.176843,0.219971,-0.153979,1.308826,104875,495902,-98,113,8243,-18,-2,-21,628
1780493824.008291,104879,495908,0x0FFF,0.428943,0.395947,-0.978870,0.296960,0.417944,-0.802893,0.219971,0.384949,-0.846887,0.230969,-0.571924,1.165845,0.054993,-0.406946,1.154846,-0.032996,-0.186975,1.275830,0.109985,0.318958,-0.978870,0.186975,0.428943,-0.802893,0.098987,0.329956,-0.890881,0.230969,-0.472937,1.033862,0.109985,-0.362952,1.165845,0.131982,-0.219971,1.297827,104878,495906,-101,108,8244,-16,-4,-16,634
1780493824.010176,104880,495910,0x0FFF,0.406946,0.340955,-1.011865,0.296960,0.549927,-1.055859,0.241968,0.340955,-0.912878,0.340955,-0.681909,1.308826,0.153979,-0.329956,1.275830,-0.076990,-0.274963,1.275830,0.197974,0.439941,-0.989868,0.186975,0.439941,-0.769897,0.087988,0.417944,-1.011865,0.263965,-0.373950,1.011865,0.087988,-0.285962,1.088855,0.109985,-0.252966,1.132849,104878,495906,-101,108,8244,-16,-4,-16,634
1780493824.012137,104881,495912,0x0FFF,0.406946,0.417944,-0.967871,0.274963,0.560925,-1.011865,0.241968,0.307959,-0.989868,0.384949,-0.615918,1.264832,0.076990,-0.329956,1.242834,-0.065991,-0.230969,1.253833,0.219971,0.351953,-0.978870,0.197974,0.472937,-0.736902,0.197974,0.483936,-0.934875,0.340955,-0.373950,1.011865,0.032996,-0.351953,1.242834,0.043994,-0.153979,1.209839,104878,495906,-101,108,8244,-16,-4,-16,634
1780493824.014074,104883,495914,0x0FFF,0.516931,0.307959,-1.099854,0.428943,0.450940,-0.945874,0.263965,0.351953,-0.890881,0.230969,-0.615918,1.231836,0.065991,-0.362952,1.286829,0.000000,-0.230969,1.242834,0.241968,0.329956,-1.022864,0.263965,0.461938,-0.868884,0.197974,0.395947,-0.934875,0.109985,-0.340955,1.088855,0.043994,-0.252966,1.088855,0.131982,-0.164978,1.121851,104882,495912,-95,101,8237,-16,0,-17,650
1780493824.016042,104884,495916,0x0FFF,0.494934,0.450940,-1.044861,0.296960,0.516931,-0.989868,0.241968,0.340955,-0.879883,0.186975,-0.681909,1.198840,0.065991,-0.395947,1.088855,-0.032996,-0.351953,1.275830,0.230969,0.351953,-0.956873,0.219971,0.549927,-0.835889,0.109985,0.406946,-0.901880,0.142981,-0.472937,1.000867,0.021997,-0.373950,1.121851,0.153979,-0.241968,1.209839,104882,495912,-95,101,8237,-16,0,-17,650
1780493824.017976,104886,495918,0x0FFF,0.351953,0.318958,-1.000867,0.219971,0.494934,-0.967871,0.252966,0.340955,-0.879883,0.252966,-0.582922,1.264832,0.098987,-0.428943,1.319824,-0.054993,-0.307959,1.275830,0.230969,0.373950,-1.033862,0.263965,0.417944,-0.857886,0.065991,0.450940,-0.956873,0.219971,-0.417944,1.077856,0.054993,-0.307959,1.121851,0.219971,-0.241968,1.297827,104885,495916,-89,106,8231,-13,-1,-21,633
1780493824.021356,104887,495920,0x0FFF,0.527930,0.428943,-0.934875,0.296960,0.450940,-0.923877,0.285962,0.461938,-0.967871,0.186975,-0.538928,1.264832,0.109985,-0.373950,1.198840,0.010999,-0.296960,1.363818,0.241968,0.307959,-0.967871,0.131982,0.450940,-0.780896,0.131982,0.428943,-0.967871,0.142981,-0.483936,0.978870,0.120984,-0.340955,1.198840,0.098987,-0.186975,1.099854,104885,495916,-89,106,8231,-13,-1,-21,633
1780493824.022425,104889,495922,0x0FFF,0.516931,0.340955,-1.000867,0.241968,0.417944,-1.022864,0.252966,0.318958,-0.901880,0.230969,-0.670911,1.242834,0.175977,-0.285962,1.132849,0.021997,-0.307959,1.330823,0.230969,0.318958,-1.033862,0.252966,0.384949,-0.769897,0.087988,0.329956,-0.857886,0.274963,-0.373950,0.945874,0.109985,-0.384949,1.154846,0.197974,-0.285962,1.264832,104888,495920,-97,113,8239,-15,-1,-21,645
1780493824.024586,104890,495924,0x0FFF,0.483936,0.329956,-1.066858,0.384949,0.450940,-0.978870,0.263965,0.395947,-0.912878,0.274963,-0.505933,1.198840,0.043994,-0.373950,1.220837,0.010999,-0.285962,1.275830,0.219971,0.263965,-0.868884,0.241968,0.351953,-0.780896,0.186975,0.505933,-0.956873,0.241968,-0.395947,0.989868,0.087988,-0.362952,1.187842,0.109985,-0.263965,1.209839,104888,495920,-97,113,8239,-15,-1,-21,645
1780493824.026790,104891,495926,0x0FFF,0.516931,0.373950,-0.934875,0.241968,0.516931,-0.978870,0.263965,0.406946,-0.802893,0.252966,-0.659912,1.231836,0.076990,-0.318958,1.187842,-0.065991,-0.296960,1.352820,0.252966,0.307959,-0.934875,0.252966,0.494934,-0.780896,0.098987,0.516931,-0.978870,0.164978,-0.494934,0.978870,0.142981,-0.241968,1.044861,0.186975,-0.285962,1.176843,104888,495920,-97,113,8239,-15,-1,-21,645
1780493824.029046,104893,495928,0x0FFF,0.406946,0.373950,-1.044861,0.252966,0.538928,-0.901880,0.098987,0.483936,-0.791895,0.351953,-0.593921,1.330823,0.109985,-0.340955,1.132849,-0.021997,-0.230969,1.253833,0.208972,0.175977,-0.989868,0.219971,0.406946,-0.758899,0.120984,0.351953,-0.923877,0.241968,-0.384949,0.956873,0.175977,-0.373950,1.209839,0.186975,-0.219971,1.143848,104892,495927,-93,95,8245,-14,-3,-21,646
1780493824.031300,104894,495930,0x0FFF,0.417944,0.362952,-0.890881,0.406946,0.417944,-0.846887,0.384949,0.373950,-0.879883,0.252966,-0.560925,1.209839,0.065991,-0.329956,1.341821,0.065991,-0.219971,1.352820,0.164978,0.263965,-0.890881,0.208972,0.428943,-0.780896,0.054993,0.395947,-1.011865,0.329956,-0.439941,1.011865,0.098987,-0.384949,1.121851,0.186975,-0.208972,1.154846,104892,495927,-93,95,8245,-14,-3,-21,646
1780493824.033484,104896,495933,0x0FFF,0.505933,0.241968,-0.978870,0.307959,0.472937,-0.978870,0.307959,0.263965,-0.978870,0.384949,-0.483936,1.242834,0.032996,-0.417944,1.220837,-0.021997,-0.296960,1.407812,0.175977,0.439941,-1.011865,0.153979,0.417944,-0.879883,0.109985,0.494934,-0.890881,0.219971,-0.351953,0.934875,0.054993,-0.351953,1.187842,0.175977,-0.329956,1.154846,104895,495931,-96,105,8233,-19,-2,-18,643
1780493824.035583,104897,495935,0x0FFF,0.428943,0.318958,-0.923877,0.329956,0.505933,-0.945874,0.208972,0.362952,-0.780896,0.219971,-0.582922,1.176843,-0.021997,-0.362952,1.231836,0.043994,-0.351953,1.165845,0.164978,0.307959,-0.923877,0.252966,0.329956,-0.857886,0.065991,0.406946,-0.945874,0.296960,-0.483936,0.978870,0.098987,-0.285962,1.253833,0.164978,-0.087988,1.220837,104895,495931,-96,105,8233,-19,-2,-18,643
1780493824.037779,104898,495937,0x0FFF,0.417944,0.296960,-0.956873,0.395947,0.461938,-0.945874,0.285962,0.362952,-0.901880,0.230969,-0.593921,1.154846,0.175977,-0.340955,1.198840,-0.021997,-0.208972,1.363818,0.241968,0.318958,-1.011865,0.263965,0.351953,-0.824890,0.230969,0.439941,-0.989868,0.296960,-0.340955,1.044861,0.076990,-0.362952,1.154846,0.164978,-0.164978,1.297827,104895,495931,-96,105,8233,-19,-2,-18,643
1780493824.038862,104900,495939,0x0FFF,0.384949,0.318958,-1.022864,0.329956,0.373950,-0.813892,0.219971,0.318958,-0.923877,0.164978,-0.626917,1.187842,0.065991,-0.318958,1.308826,-0.021997,-0.329956,1.231836,0.252966,0.274963,-0.923877,0.153979,0.483936,-0.879883,0.175977,0.417944,-0.923877,0.219971,-0.384949,0.956873,0.186975,-0.241968,1.121851,0.120984,-0.164978,1.176843,104899,495937,-97,119,8239,-17,-3,-20,644
1780493824.040973,104901,495941,0x0FFF,0.483936,0.395947,-0.901880,0.285962,0.571924,-0.967871,0.186975,0.351953,-0.912878,0.098987,-0.593921,1.253833,0.197974,-0.373950,1.319824,0.010999,-0.263965,1.231836,0.208972,0.285962,-1.088855,0.076990,0.428943,-0.857886,0.142981,0.307959,-0.934875,0.230969,-0.516931,0.956873,0.043994,-0.274963,1.055859,0.043994,-0.186975,1.088855,104899,495937,-97,119,8239,-17,-3,-20,644
1780493824.043435,104903,495943,0x0FFF,0.483936,0.285962,-1.033862,0.241968,0.527930,-0.923877,0.274963,0.285962,-0.879883,0.230969,-0.648914,1.308826,0.142981,-0.340955,1.231836,0.021997,-0.274963,1.341821,0.164978,0.406946,-0.912878,0.208972,0.362952,-0.780896,0.142981,0.395947,-0.890881,0.230969,-0.505933,1.066858,0.142981,-0.340955,1.154846,0.197974,-0.263965,1.220837,104902,495941,-102,113,8244,-14,-3,-19,644
1780493824.045595,104904,495945,0x0FFF,0.417944,0.296960,-1.022864,0.296960,0.505933,-0.956873,0.285962,0.318958,-0.890881,0.285962,-0.560925,1.297827,0.098987,-0.417944,1.275830,0.054993,-0.373950,1.297827,0.153979,0.230969,-0.978870,0.175977,0.362952,-0.879883,0.120984,0.516931,-0.989868,0.219971,-0.439941,0.989868,0.120984,-0.307959,1.044861,0.142981,-0.131982,1.165845,104902,495941,-102,113,8244,-14,-3,-19,644
1780493824.047781,104906,495947,0x0FFF,0.406946,0.351953,-0.934875,0.329956,0.505933,-0.978870,0.230969,0.351953,-0.868884,0.252966,-0.626917,1.308826,0.065991,-0.296960,1.253833,0.054993,-0.241968,1.242834,0.186975,0.285962,-0.846887,0.186975,0.362952,-0.824890,0.120984,0.428943,-0.978870,0.263965,-0.439941,0.923877,0.164978,-0.395947,1.110852,0.175977,-0.230969,1.275830,104905,495945,-96,121,8236,-15,-3,-21,633
1780493824.049992,104907,495949,0x0FFF,0.384949,0.450940,-0.923877,0.373950,0.527930,-0.901880,0.142981,0.318958,-0.945874,0.241968,-0.494934,1.319824,0.109985,-0.406946,1.187842,-0.032996,-0.318958,1.385815,0.263965,0.373950,-0.956873,0.153979,0.329956,-0.824890,0.054993,0.351953,-0.868884,0.164978,-0.549927,1.000867,0.087988,-0.252966,1.209839,0.142981,-0.241968,1.297827,104905,495945,-96,121,8236,-15,-3,-21,633
1780493824.052204,104908,495951,0x0FFF,0.549927,0.362952,-0.945874,0.252966,0.428943,-0.967871,0.252966,0.373950,-0.967871,0.340955,-0.615918,1.231836,0.153979,-0.329956,1.264832,-0.087988,-0.362952,1.253833,0.175977,0.406946,-0.945874,0.241968,0.395947,-0.890881,0.087988,0.362952,-0.901880,0.219971,-0.450940,1.132849,0.109985,-0.340955,1.165845,0.131982,-0.219971,1.165845,104905,495945,-96,121,8236,-15,-3,-21,633
1780493824.054359,104910,495953,0x0FFF,0.406946,0.450940,-0.956873,0.351953,0.494934,-0.901880,0.274963,0.263965,-0.824890,0.285962,-0.648914,1.286829,0.131982,-0.362952,1.198840,0.065991,-0.230969,1.330823,0.153979,0.351953,-0.857886,0.208972,0.395947,-0.758899,0.087988,0.406946,-0.978870,0.153979,-0.417944,0.978870,0.142981,-0.362952,1.198840,0.164978,-0.230969,1.187842,104909,495952,-95,112,8241,-18,-5,-19,630
1780493824.056577,104911,495955,0x0FFF,0.307959,0.285962,-0.989868,0.373950,0.505933,-0.923877,0.274963,0.329956,-0.890881,0.175977,-0.604919,1.165845,0.186975,-0.329956,1.154846,-0.065991,-0.318958,1.187842,0.120984,0.340955,-0.901880,0.318958,0.384949,-0.824890,0.098987,0.527930,-0.956873,0.186975,-0.406946,1.033862,0.087988,-0.252966,1.220837,0.197974,-0.175977,1.231836,104909,495952,-95,112,8241,-18,-5,-19,630
1780493824.057597,104913,495958,0x0FFF,0.373950,0.285962,-0.989868,0.340955,0.571924,-0.890881,0.296960,0.395947,-0.989868,0.208972,-0.626917,1.220837,0.065991,-0.417944,1.209839,0.000000,-0.373950,1.209839,0.153979,0.362952,-0.813892,0.175977,0.450940,-0.835889,0.153979,0.516931,-0.824890,0.219971,-0.450940,1.099854,0.164978,-0.351953,1.077856,0.219971,-0.175977,1.242834,104912,495956,-111,112,8223,-17,-5,-21,641
1780493824.059674,104914,495960,0x0FFF,0.384949,0.406946,-0.978870,0.241968,0.461938,-0.945874,0.241968,0.373950,-0.945874,0.285962,-0.670911,1.165845,0.131982,-0.318958,1.264832,-0.054993,-0.351953,1.231836,0.164978,0.296960,-0.912878,0.175977,0.461938,-0.780896,0.230969,0.571924,-0.912878,0.197974,-0.450940,1.011865,0.164978,-0.373950,1.110852,0.153979,-0.109985,1.209839,104912,495956,-111,112,8223,-17,-5,-21,641
1780493824.061753,104915,495962,0x0FFF,0.483936,0.329956,-0.956873,0.252966,0.461938,-0.835889,0.263965,0.384949,-0.824890,0.263965,-0.626917,1.286829,0.109985,-0.296960,1.187842,-0.010999,-0.296960,1.308826,0.164978,0.406946,-1.011865,0.208972,0.362952,-0.780896,0.197974,0.417944,-0.846887,0.175977,-0.428943,0.956873,0.109985,-0.406946,1.253833,0.252966,-0.186975,1.187842,104912,495956,-111,112,8223,-17,-5,-21,641
1780493824.063997,104917,495964,0x0FFF,0.483936,0.285962,-0.989868,0.362952,0.461938,-0.967871,0.208972,0.472937,-0.802893,0.186975,-0.593921,1.275830,0.142981,-0.329956,1.264832,0.010999,-0.263965,1.286829,0.274963,0.329956,-1.044861,0.230969,0.417944,-0.824890,0.208972,0.450940,-0.846887,0.230969,-0.472937,1.077856,0.032996,-0.274963,1.110852,0.153979,-0.241968,1.209839,104916,495962,-94,104,8225,-16,-4,-23,640
1780493824.065964,104918,495966,0x0FFF,0.527930,0.307959,-0.912878,0.296960,0.461938,-0.956873,0.340955,0.384949,-0.923877,0.274963,-0.626917,1.253833,0.043994,-0.406946,1.264832,0.065991,-0.274963,1.231836,0.219971,0.307959,-0.934875,0.186975,0.417944,-0.846887,0.153979,0.450940,-1.033862,0.274963,-0.450940,1.011865,0.087988,-0.395947,1.110852,0.197974,-0.285962,1.253833,104916,495962,-94,104,8225,-16,-4,-23,640
1780493824.068257,104920,495968,0x0FFF,0.417944,0.307959,-0.923877,0.263965,0.538928,-0.956873,0.230969,0.384949,-0.945874,0.087988,-0.549927,1.297827,0.131982,-0.362952,1.275830,0.087988,-0.296960,1.231836,0.120984,0.384949,-1.022864,0.098987,0.406946,-0.868884,0.164978,0.417944,-0.956873,0.296960,-0.384949,1.066858,0.164978,-0.274963,1.176843,0.263965,-0.164978,1.220837,104919,495966,-88,108,8239,-16,-2,-21,633
1780493824.070203,104921,495970,0x0FFF,0.483936,0.318958,-1.099854,0.208972,0.494934,-0.934875,0.186975,0.384949,-0.967871,0.230969,-0.637915,1.330823,0.164978,-0.417944,1.242834,0.054993,-0.219971,1.187842,0.230969,0.230969,-0.956873,0.186975,0.439941,-0.890881,0.197974,0.439941,-0.912878,0.197974,-0.384949,0.945874,0.065991,-0.384949,1.176843,0.109985,-0.164978,1.209839,104919,495966,-88,108,8239,-16,-2,-21,633
1780493824.072342,104923,495972,0x0FFF,0.450940,0.340955,-0.879883,0.307959,0.516931,-0.934875,0.186975,0.307959,-0.824890,0.230969,-0.505933,1.253833,0.043994,-0.296960,1.297827,0.131982,-0.296960,1.297827,0.153979,0.296960,-0.945874,0.186975,0.516931,-0.846887,0.000000,0.395947,-0.912878,0.087988,-0.505933,1.055859,0.054993,-0.417944,1.143848,0.142981,-0.274963,1.198840,104922,495971,-95,93,8230,-15,-2,-22,635
1780493824.074294,104924,495974,0x0FFF,0.428943,0.395947,-1.044861,0.296960,0.395947,-0.868884,0.285962,0.318958,-0.934875,0.274963,-0.681909,1.231836,0.131982,-0.417944,1.264832,0.010999,-0.340955,1.374817,0.131982,0.296960,-0.912878,0.340955,0.428943,-0.934875,0.230969,0.560925,-0.934875,0.142981,-0.428943,0.967871,0.164978,-0.362952,1.165845,0.274963,-0.153979,1.242834,104922,495971,-95,93,8230,-15,-2,-22,635
1780493824.076256,104925,495976,0x0FFF,0.472937,0.340955,-0.890881,0.351953,0.516931,-0.901880,0.208972,0.329956,-0.934875,0.252966,-0.593921,1.209839,0.054993,-0.428943,1.319824,0.109985,-0.263965,1.308826,0.274963,0.307959,-0.824890,0.197974,0.406946,-0.912878,0.153979,0.406946,-0.890881,0.186975,-0.483936,0.967871,0.098987,-0.450940,1.143848,0.175977,-0.087988,1.308826,104922,495971,-95,93,8230,-15,-2,-22,635
1780493824.078405,104927,495978,0x0FFF,0.406946,0.351953,-1.011865,0.307959,0.461938,-0.934875,0.142981,0.395947,-0.978870,0.351953,-0.659912,1.209839,0.098987,-0.329956,1.253833,0.109985,-0.263965,1.407812,0.241968,0.252966,-0.978870,0.274963,0.373950,-0.736902,0.208972,0.406946,-1.000867,0.208972,-0.384949,1.033862,0.087988,-0.351953,1.143848,0.208972,-0.142981,1.176843,104926,495977,-104,104,8232,-15,1,-19,631
1780493824.081738,104928,495980,0x0FFF,0.472937,0.252966,-0.901880,0.252966,0.450940,-0.945874,0.307959,0.406946,-0.934875,0.164978,-0.670911,1.264832,0.142981,-0.285962,1.286829,-0.010999,-0.241968,1.319824,0.230969,0.230969,-1.044861,0.175977,0.307959,-0.912878,0.142981,0.461938,-0.912878,0.252966,-0.494934,0.857886,0.197974,-0.307959,1.154846,0.065991,-0.175977,1.286829,104926,495977,-104,104,8232,-15,1,-19,631
1780493824.082671,104930,495983,0x0FFF,0.450940,0.351953,-0.912878,0.263965,0.483936,-0.967871,0.219971,0.450940,-0.934875,0.197974,-0.560925,1.187842,0.153979,-0.307959,1.231836,0.065991,-0.285962,1.297827,0.164978,0.285962,-1.033862,0.164978,0.450940,-0.868884,0.175977,0.406946,-1.022864,0.109985,-0.417944,0.967871,0.043994,-0.296960,1.253833,0.131982,-0.142981,1.165845,104929,495981,-103,119,8230,-15,-3,-20,644
1780493824.084604,104931,495985,0x0FFF,0.417944,0.318958,-0.989868,0.296960,0.450940,-0.923877,0.241968,0.318958,-0.780896,0.263965,-0.593921,1.264832,0.142981,-0.296960,1.286829,0.142981,-0.329956,1.308826,0.208972,0.296960,-0.967871,0.219971,0.362952,-0.835889,0.109985,0.450940,-0.923877,0.219971,-0.472937,0.890881,0.043994,-0.417944,1.132849,0.252966,-0.186975,1.275830,104929,495981,-103,119,8230,-15,-3,-20,644
1780493824.087810,104932,495987,0x0FFF,0.406946,0.329956,-1.011865,0.296960,0.505933,-0.967871,0.175977,0.417944,-0.813892,0.329956,-0.604919,1.176843,0.109985,-0.406946,1.352820,0.021997,-0.230969,1.286829,0.219971,0.340955,-1.066858,0.142981,0.274963,-0.780896,0.065991,0.307959,-0.989868,0.164978,-0.450940,0.978870,0.120984,-0.296960,1.033862,0.098987,-0.120984,1.165845,104929,495981,-103,119,8230,-15,-3,-20,644
1780493824.088765,104934,495989,0x0FFF,0.461938,0.318958,-0.956873,0.307959,0.516931,-1.022864,0.252966,0.263965,-0.923877,0.219971,-0.560925,1.264832,0.054993,-0.274963,1.220837,0.010999,-0.329956,1.275830,0.175977,0.395947,-1.000867,0.208972,0.472937,-0.769897,0.219971,0.329956,-1.000867,0.241968,-0.384949,0.967871,0.164978,-0.384949,1.165845,0.098987,-0.120984,1.231836,104933,495987,-95,128,8239,-17,-3,-23,636
1780493824.091926,104935,495991,0x0FFF,0.483936,0.406946,-1.044861,0.285962,0.516931,-0.967871,0.208972,0.318958,-0.879883,0.197974,-0.637915,1.154846,0.054993,-0.395947,1.286829,-0.010999,-0.241968,1.308826,0.252966,0.362952,-1.011865,0.274963,0.439941,-0.703906,0.219971,0.472937,-0.890881,0.241968,-0.406946,1.055859,0.087988,-0.351953,1.132849,0.197974,-0.230969,1.143848,104933,495987,-95,128,8239,-17,-3,-23,636
1780493824.093993,104937,495993,0x0FFF,0.395947,0.340955,-0.945874,0.296960,0.527930,-0.824890,0.274963,0.329956,-0.945874,0.307959,-0.505933,1.209839,0.076990,-0.439941,1.264832,-0.043994,-0.252966,1.242834,0.164978,0.296960,-0.890881,0.164978,0.428943,-0.857886,0.208972,0.494934,-0.923877,0.186975,-0.450940,1.022864,0.076990,-0.285962,1.132849,0.219971,-0.219971,1.165845,104936,495991,-103,130,8237,-14,-3,-21,635
1780493824.096056,104938,495995,0x0FFF,0.505933,0.461938,-1.022864,0.241968,0.362952,-0.890881,0.252966,0.307959,-0.912878,0.230969,-0.461938,1.209839,0.197974,-0.285962,1.264832,-0.021997,-0.263965,1.253833,0.208972,0.296960,-1.022864,0.230969,0.329956,-0.835889,0.142981,0.483936,-0.945874,0.153979,-0.483936,1.044861,0.076990,-0.296960,1.165845,0.098987,-0.164978,1.055859,104936,495991,-103,130,8237,-14,-3,-21,635
1780493824.098102,104940,495997,0x0FFF,0.505933,0.373950,-1.000867,0.285962,0.527930,-0.835889,0.164978,0.406946,-0.923877,0.153979,-0.637915,1.154846,0.043994,-0.461938,1.275830,0.032996,-0.219971,1.363818,0.153979,0.241968,-0.989868,0.252966,0.362952,-0.725903,0.208972,0.384949,-0.868884,0.219971,-0.483936,0.879883,0.153979,-0.362952,1.297827,0.230969,-0.164978,1.176843,104939,495996,-101,122,8239,-18,-3,-21,640
1780493824.100074,104941,495999,0x0FFF,0.439941,0.274963,-1.055859,0.340955,0.461938,-0.967871,0.307959,0.329956,-0.879883,0.219971,-0.659912,1.308826,0.076990,-0.406946,1.209839,0.043994,-0.208972,1.231836,0.241968,0.373950,-1.044861,0.219971,0.494934,-0.769897,0.142981,0.538928,-0.912878,0.307959,-0.406946,1.022864,0.065991,-0.285962,1.055859,0.164978,-0.208972,1.198840,104939,495996,-101,122,8239,-18,-3,-21,640
1780493824.102148,104942,496001,0x0FFF,0.329956,0.395947,-0.868884,0.307959,0.472937,-0.901880,0.296960,0.296960,-0.923877,0.263965,-0.604919,1.253833,0.043994,-0.373950,1.253833,0.032996,-0.296960,1.286829,0.153979,0.307959,-0.934875,0.087988,0.384949,-0.868884,0.175977,0.406946,-1.077856,0.307959,-0.494934,0.835889,0.186975,-0.307959,1.154846,0.098987,-0.098987,1.187842,104939,495996,-101,122,8239,-18,-3,-21,640
1780493824.104242,104944,496003,0x0FFF,0.450940,0.384949,-1.022864,0.340955,0.527930,-0.989868,0.208972,0.329956,-0.923877,0.296960,-0.538928,1.198840,0.021997,-0.395947,1.187842,-0.043994,-0.274963,1.253833,0.197974,0.296960,-0.912878,0.208972,0.472937,-0.846887,0.109985,0.615918,-0.890881,0.120984,-0.472937,1.000867,0.032996,-0.285962,1.099854,0.142981,-0.131982,1.198840,104943,496002,-101,116,8240,-15,-5,-21,628
1780493824.106277,104945,496005,0x0FFF,0.527930,0.395947,-1.000867,0.296960,0.439941,-0.890881,0.329956,0.263965,-0.846887,0.274963,-0.582922,1.286829,0.043994,-0.384949,1.154846,0.131982,-0.318958,1.253833,0.175977,0.329956,-1.033862,0.087988,0.450940,-0.868884,0.153979,0.406946,-0.912878,0.263965,-0.604919,1.033862,0.164978,-0.329956,1.253833,0.131982,-0.263965,1.231836,104943,496002,-101,116,8240,-15,-5,-21,628
1780493824.108470,104947,496008,0x0FFF,0.395947,0.494934,-1.121851,0.285962,0.516931,-0.956873,0.252966,0.307959,-0.967871,0.142981,-0.747900,1.099854,0.153979,-0.274963,1.165845,0.087988,-0.120984,1.198840,0.197974,0.340955,-0.945874,0.186975,0.395947,-0.879883,0.208972,0.439941,-0.912878,0.296960,-0.439941,1.066858,0.175977,-0.274963,1.011865,0.208972,-0.153979,1.176843,104946,496006,-88,118,8230,-15,-1,-17,633
1780493824.110440,104948,496010,0x0FFF,0.362952,0.329956,-0.945874,0.362952,0.428943,-0.846887,0.219971,0.395947,-0.846887,0.285962,-0.582922,1.198840,0.098987,-0.307959,1.297827,0.021997,-0.274963,1.220837,0.175977,0.329956,-0.956873,0.197974,0.384949,-0.857886,0.153979,0.505933,-0.989868,0.230969,-0.373950,0.912878,0.164978,-0.384949,1.033862,0.175977,-0.131982,1.275830,104946,496006,-88,118,8230,-15,-1,-17,633
1780493824.112455,104949,496012,0x0FFF,0.373950,0.329956,-0.945874,0.340955,0.417944,-0.857886,0.175977,0.230969,-0.802893,0.340955,-0.604919,1.253833,0.120984,-0.351953,1.220837,0.021997,-0.274963,1.264832,0.219971,0.362952,-1.022864,0.197974,0.395947,-0.901880,0.186975,0.428943,-0.857886,0.241968,-0.439941,1.011865,0.197974,-0.329956,1.220837,0.197974,-0.120984,1.275830,104946,496006,-88,118,8230,-15,-1,-17,633
1780493824.114477,104951,496014,0x0FFF,0.505933,0.362952,-0.934875,0.329956,0.483936,-0.879883,0.263965,0.395947,-0.912878,0.186975,-0.571924,1.308826,0.043994,-0.494934,1.198840,-0.010999,-0.208972,1.297827,0.197974,0.263965,-0.934875,0.131982,0.373950,-0.791895,0.131982,0.362952,-0.890881,0.252966,-0.417944,0.901880,0.087988,-0.296960,1.143848,0.142981,-0.131982,1.187842,104950,496012,-88,100,8231,-16,-1,-19,640
1780493824.116500,104952,496016,0x0FFF,0.472937,0.307959,-0.923877,0.362952,0.384949,-0.978870,0.197974,0.296960,-0.934875,0.230969,-0.659912,1.253833,0.175977,-0.450940,1.220837,0.010999,-0.208972,1.319824,0.153979,0.406946,-0.989868,0.208972,0.417944,-0.736902,0.098987,0.351953,-0.945874,0.175977,-0.428943,1.055859,0.153979,-0.351953,1.121851,0.274963,-0.274963,1.132849,104950,496012,-88,100,8231,-16,-1,-19,640
1780493824.118514,104954,496018,0x0FFF,0.505933,0.351953,-1.099854,0.285962,0.472937,-0.989868,0.208972,0.318958,-0.868884,0.219971,-0.670911,1.275830,0.098987,-0.450940,1.264832,0.000000,-0.274963,1.198840,0.186975,0.340955,-1.022864,0.285962,0.373950,-0.813892,0.087988,0.384949,-0.967871,0.186975,-0.450940,1.011865,0.109985,-0.362952,1.000867,0.109985,-0.263965,1.154846,104953,496016,-96,109,8232,-16,-1,-23,640
1780493824.120464,104955,496020,0x0FFF,0.560925,0.395947,-0.912878,0.329956,0.439941,-0.945874,0.307959,0.230969,-0.901880,0.219971,-0.626917,1.154846,0.087988,-0.362952,1.264832,0.065991,-0.241968,1.330823,0.109985,0.351953,-1.055859,0.175977,0.395947,-0.901880,0.131982,0.428943,-0.868884,0.098987,-0.395947,0.989868,0.076990,-0.263965,1.143848,0.197974,-0.120984,1.253833,104953,496016,-96,109,8232,-16,-1,-23,640
