pc_time,seq,tick_ms,bitmap,sensor_1_x_gs,sensor_1_y_gs,sensor_1_z_gs,sensor_2_x_gs,sensor_2_y_gs,sensor_2_z_gs,sensor_3_x_gs,sensor_3_y_gs,sensor_3_z_gs,sensor_4_x_gs,sensor_4_y_gs,sensor_4_z_gs,sensor_5_x_gs,sensor_5_y_gs,sensor_5_z_gs,sensor_6_x_gs,sensor_6_y_gs,sensor_6_z_gs,sensor_7_x_gs,sensor_7_y_gs,sensor_7_z_gs,sensor_8_x_gs,sensor_8_y_gs,sensor_8_z_gs,sensor_9_x_gs,sensor_9_y_gs,sensor_9_z_gs,sensor_10_x_gs,sensor_10_y_gs,sensor_10_z_gs,sensor_11_x_gs,sensor_11_y_gs,sensor_11_z_gs,sensor_12_x_gs,sensor_12_y_gs,sensor_12_z_gs,imu_seq,imu_tick_ms,ax,ay,az,gx,gy,gz,temp
1780493822.606269,103924,494505,0x0FFF,0.384949,0.362952,-0.857886,0.219971,0.538928,-0.923877,0.164978,0.340955,-0.978870,0.241968,-0.692908,1.187842,0.153979,-0.285962,1.341821,-0.010999,-0.241968,1.231836,0.131982,0.230969,-1.011865,0.186975,0.439941,-0.802893,0.043994,0.417944,-0.934875,0.186975,-0.373950,0.989868,0.076990,-0.406946,1.132849,0.175977,-0.131982,1.055859,103922,494502,-89,110,8230,-18,-2,-19,649
1780493822.608283,103926,494508,0x0FFF,0.417944,0.351953,-1.132849,0.296960,0.428943,-0.945874,0.230969,0.329956,-0.956873,0.263965,-0.670911,1.242834,0.197974,-0.384949,1.143848,0.065991,-0.263965,1.242834,0.175977,0.274963,-0.901880,0.263965,0.505933,-0.890881,0.098987,0.417944,-0.945874,0.219971,-0.395947,0.989868,0.076990,-0.439941,1.011865,0.252966,-0.219971,1.209839,103925,494506,-102,120,8227,-17,-3,-22,634
1780493822.610210,103927,494510,0x0FFF,0.428943,0.307959,-1.022864,0.362952,0.439941,-0.890881,0.175977,0.340955,-0.857886,0.340955,-0.648914,1.308826,0.098987,-0.274963,1.187842,0.000000,-0.351953,1.253833,0.208972,0.384949,-0.923877,0.164978,0.384949,-0.725903,0.098987,0.406946,-0.967871,0.164978,-0.406946,1.000867,0.131982,-0.252966,1.088855,0.263965,-0.175977,1.275830,103925,494506,-102,120,8227,-17,-3,-22,634
1780493822.612206,103928,494512,0x0FFF,0.483936,0.439941,-1.055859,0.263965,0.406946,-0.945874,0.252966,0.417944,-0.857886,0.351953,-0.604919,1.110852,0.098987,-0.417944,1.209839,0.010999,-0.384949,1.297827,0.153979,0.241968,-0.989868,0.274963,0.362952,-0.846887,0.153979,0.439941,-0.835889,0.263965,-0.395947,0.945874,0.131982,-0.384949,1.121851,0.164978,-0.252966,1.220837,103925,494506,-102,120,8227,-17,-3,-22,634
1780493822.614209,103930,494514,0x0FFF,0.318958,0.252966,-0.923877,0.230969,0.461938,-0.868884,0.197974,0.384949,-0.989868,0.263965,-0.615918,1.242834,0.098987,-0.351953,1.231836,0.032996,-0.340955,1.308826,0.186975,0.307959,-1.000867,0.197974,0.395947,-0.824890,0.131982,0.351953,-0.868884,0.175977,-0.461938,1.000867,0.120984,-0.329956,1.154846,0.164978,-0.296960,1.253833,103929,494512,-107,114,8232,-16,-2,-20,635
1780493822.616219,103931,494516,0x0FFF,0.417944,0.494934,-0.923877,0.263965,0.461938,-0.890881,0.219971,0.274963,-0.901880,0.296960,-0.637915,1.165845,0.098987,-0.395947,1.132849,0.010999,-0.274963,1.308826,0.153979,0.384949,-0.956873,0.274963,0.263965,-0.747900,0.109985,0.461938,-0.923877,0.241968,-0.505933,1.011865,0.142981,-0.395947,1.154846,0.120984,-0.219971,1.253833,103929,494512,-107,114,8232,-16,-2,-20,635
1780493822.618184,103933,494518,0x0FFF,0.472937,0.406946,-0.923877,0.318958,0.384949,-0.923877,0.208972,0.351953,-0.890881,0.252966,-0.648914,1.242834,0.142981,-0.373950,1.143848,-0.010999,-0.197974,1.330823,0.164978,0.384949,-0.967871,0.219971,0.406946,-0.769897,0.065991,0.516931,-0.890881,0.197974,-0.439941,0.868884,0.120984,-0.395947,1.066858,0.120984,-0.274963,1.176843,103932,494516,-97,124,8247,-15,-4,-22,643
1780493822.620099,103934,494520,0x0FFF,0.417944,0.285962,-0.967871,0.252966,0.571924,-0.879883,0.307959,0.329956,-0.912878,0.230969,-0.571924,1.176843,0.120984,-0.307959,1.143848,0.065991,-0.241968,1.330823,0.142981,0.329956,-1.099854,0.274963,0.384949,-0.846887,0.120984,0.516931,-0.978870,0.208972,-0.428943,0.989868,0.109985,-0.285962,1.066858,0.285962,-0.208972,1.187842,103932,494516,-97,124,8247,-15,-4,-22,643
1780493822.622036,103935,494522,0x0FFF,0.483936,0.362952,-0.923877,0.384949,0.461938,-0.890881,0.263965,0.362952,-0.890881,0.274963,-0.582922,1.209839,0.186975,-0.252966,1.264832,0.043994,-0.186975,1.220837,0.142981,0.274963,-0.934875,0.142981,0.483936,-0.725903,0.186975,0.384949,-0.912878,0.098987,-0.538928,1.011865,0.120984,-0.428943,1.176843,0.208972,-0.208972,1.121851,103932,494516,-97,124,8247,-15,-4,-22,643
1780493822.624115,103937,494524,0x0FFF,0.395947,0.417944,-0.967871,0.307959,0.450940,-0.901880,0.219971,0.274963,-0.868884,0.208972,-0.593921,1.220837,0.109985,-0.252966,1.154846,-0.032996,-0.285962,1.297827,0.153979,0.307959,-0.967871,0.230969,0.395947,-0.802893,0.175977,0.428943,-0.901880,0.076990,-0.417944,1.022864,0.109985,-0.362952,1.143848,0.208972,-0.230969,1.165845,103936,494522,-100,119,8241,-17,-2,-22,638
1780493822.627224,103938,494526,0x0FFF,0.461938,0.373950,-0.890881,0.241968,0.384949,-1.011865,0.241968,0.329956,-0.978870,0.263965,-0.626917,1.253833,0.043994,-0.362952,1.176843,-0.032996,-0.252966,1.209839,0.197974,0.219971,-1.110852,0.153979,0.384949,-0.846887,0.153979,0.417944,-0.923877,0.219971,-0.384949,0.967871,0.164978,-0.241968,1.165845,0.153979,-0.197974,1.110852,103936,494522,-100,119,8241,-17,-2,-22,638
1780493822.629276,103940,494528,0x0FFF,0.362952,0.406946,-0.978870,0.318958,0.307959,-0.945874,0.318958,0.296960,-0.978870,0.318958,-0.582922,1.308826,0.164978,-0.395947,1.264832,0.021997,-0.263965,1.242834,0.285962,0.263965,-0.879883,0.153979,0.450940,-0.813892,0.131982,0.461938,-0.945874,0.164978,-0.439941,0.978870,0.043994,-0.285962,1.154846,0.186975,-0.230969,1.220837,103939,494527,-90,98,8235,-18,-2,-23,633
1780493822.631573,103941,494530,0x0FFF,0.450940,0.318958,-0.934875,0.307959,0.483936,-0.857886,0.373950,0.329956,-0.879883,0.307959,-0.516931,1.286829,0.109985,-0.241968,1.286829,0.054993,-0.263965,1.385815,0.197974,0.274963,-1.055859,0.252966,0.406946,-0.791895,0.208972,0.494934,-0.890881,0.241968,-0.395947,0.989868,0.120984,-0.351953,0.989868,0.142981,-0.230969,1.154846,103939,494527,-90,98,8235,-18,-2,-23,633
1780493822.632524,103943,494533,0x0FFF,0.395947,0.373950,-0.956873,0.296960,0.472937,-0.945874,0.208972,0.296960,-0.901880,0.241968,-0.703906,1.220837,0.175977,-0.274963,1.220837,-0.054993,-0.274963,1.176843,0.131982,0.395947,-0.934875,0.219971,0.384949,-0.791895,0.098987,0.439941,-0.780896,0.241968,-0.505933,1.033862,0.175977,-0.307959,1.198840,0.241968,-0.120984,1.066858,103942,494531,-95,105,8233,-17,-1,-20,638
1780493822.635591,103944,494535,0x0FFF,0.483936,0.505933,-0.978870,0.252966,0.549927,-0.978870,0.208972,0.340955,-0.846887,0.164978,-0.582922,1.165845,0.153979,-0.329956,1.165845,0.054993,-0.230969,1.242834,0.153979,0.274963,-0.978870,0.120984,0.450940,-0.945874,0.065991,0.351953,-0.912878,0.230969,-0.483936,0.978870,0.054993,-0.395947,1.209839,0.142981,-0.241968,1.165845,103942,494531,-95,105,8233,-17,-1,-20,638
1780493822.637652,103945,494537,0x0FFF,0.560925,0.428943,-1.011865,0.307959,0.406946,-0.934875,0.307959,0.406946,-0.890881,0.340955,-0.593921,1.154846,0.142981,-0.395947,1.154846,0.043994,-0.186975,1.220837,0.263965,0.285962,-1.022864,0.208972,0.472937,-0.857886,0.109985,0.450940,-0.989868,0.197974,-0.450940,1.044861,0.098987,-0.395947,1.099854,0.285962,-0.142981,1.187842,103942,494531,-95,105,8233,-17,-1,-20,638
1780493822.639759,103947,494539,0x0FFF,0.461938,0.406946,-0.978870,0.252966,0.461938,-0.846887,0.263965,0.318958,-0.835889,0.318958,-0.681909,1.308826,0.153979,-0.296960,1.319824,-0.043994,-0.274963,1.308826,0.241968,0.329956,-1.055859,0.252966,0.417944,-0.879883,0.252966,0.472937,-0.989868,0.241968,-0.417944,1.066858,0.109985,-0.351953,1.121851,0.186975,-0.186975,1.264832,103946,494537,-92,118,8232,-17,1,-15,637
1780493822.641747,103948,494541,0x0FFF,0.329956,0.395947,-0.945874,0.307959,0.549927,-0.879883,0.329956,0.362952,-0.857886,0.307959,-0.648914,1.165845,0.131982,-0.318958,1.165845,0.043994,-0.340955,1.198840,0.208972,0.230969,-1.066858,0.175977,0.395947,-0.813892,0.197974,0.395947,-0.967871,0.208972,-0.307959,0.989868,0.043994,-0.274963,1.077856,0.153979,-0.241968,1.143848,103946,494537,-92,118,8232,-17,1,-15,637
1780493822.643716,103950,494543,0x0FFF,0.494934,0.406946,-1.000867,0.230969,0.538928,-0.967871,0.219971,0.230969,-0.890881,0.241968,-0.593921,1.143848,0.131982,-0.362952,1.330823,0.098987,-0.164978,1.341821,0.054993,0.274963,-0.945874,0.109985,0.307959,-0.879883,0.175977,0.450940,-0.945874,0.263965,-0.351953,1.055859,0.087988,-0.307959,1.121851,0.164978,-0.208972,1.110852,103949,494541,-96,121,8231,-14,-3,-23,643
1780493822.645603,103951,494545,0x0FFF,0.406946,0.307959,-0.934875,0.296960,0.461938,-0.934875,0.285962,0.351953,-1.000867,0.241968,-0.615918,1.231836,0.175977,-0.373950,1.297827,0.054993,-0.208972,1.242834,0.164978,0.351953,-0.967871,0.131982,0.428943,-0.868884,0.208972,0.472937,-0.846887,0.263965,-0.406946,0.868884,0.098987,-0.373950,1.220837,0.164978,-0.241968,1.264832,103949,494541,-96,121,8231,-14,-3,-23,643
1780493822.647593,103952,494547,0x0FFF,0.494934,0.252966,-0.978870,0.252966,0.560925,-0.934875,0.307959,0.263965,-0.901880,0.241968,-0.670911,1.220837,0.241968,-0.351953,1.363818,0.010999,-0.384949,1.154846,0.252966,0.329956,-0.923877,0.252966,0.472937,-0.780896,0.120984,0.406946,-0.923877,0.230969,-0.351953,0.989868,0.164978,-0.318958,1.154846,0.120984,-0.197974,1.209839,103949,494541,-96,121,8231,-14,-3,-23,643
1780493822.649593,103954,494549,0x0FFF,0.373950,0.274963,-0.912878,0.307959,0.450940,-0.978870,0.131982,0.197974,-1.011865,0.274963,-0.681909,1.132849,0.120984,-0.384949,1.176843,0.021997,-0.373950,1.275830,0.197974,0.274963,-0.989868,0.208972,0.483936,-0.692908,0.197974,0.329956,-0.945874,0.208972,-0.450940,1.077856,0.197974,-0.351953,1.099854,0.120984,-0.186975,1.231836,103953,494547,-87,123,8227,-16,-2,-23,632
1780493822.651603,103955,494551,0x0FFF,0.461938,0.428943,-1.110852,0.252966,0.494934,-0.934875,0.219971,0.362952,-0.868884,0.241968,-0.538928,1.154846,0.087988,-0.263965,1.209839,-0.054993,-0.274963,1.275830,0.230969,0.296960,-0.989868,0.274963,0.406946,-0.868884,0.142981,0.362952,-0.868884,0.285962,-0.362952,0.989868,0.054993,-0.274963,1.121851,0.197974,-0.098987,1.209839,103953,494547,-87,123,8227,-16,-2,-23,632
1780493822.653621,103957,494553,0x0FFF,0.538928,0.263965,-0.967871,0.318958,0.516931,-0.934875,0.307959,0.395947,-0.890881,0.296960,-0.648914,1.253833,0.164978,-0.373950,1.165845,0.076990,-0.131982,1.363818,0.263965,0.351953,-1.011865,0.153979,0.494934,-0.791895,0.131982,0.483936,-1.000867,0.252966,-0.461938,0.923877,0.175977,-0.329956,1.066858,0.197974,-0.208972,1.242834,103956,494552,-99,110,8235,-15,-6,-21,637
1780493822.655597,103959,494555,0x0FFF,0.417944,0.318958,-1.022864,0.318958,0.406946,-0.857886,0.241968,0.362952,-0.857886,0.186975,-0.681909,1.165845,0.109985,-0.362952,1.264832,-0.010999,-0.296960,1.231836,0.252966,0.351953,-0.934875,0.296960,0.439941,-0.956873,0.164978,0.428943,-0.967871,0.186975,-0.527930,1.000867,0.186975,-0.351953,1.110852,0.274963,-0.241968,1.154846,103956,494552,-99,110,8235,-15,-6,-21,637
1780493822.657559,103961,494558,0x0FFF,0.505933,0.340955,-0.945874,0.219971,0.472937,-0.956873,0.208972,0.296960,-0.901880,0.142981,-0.626917,1.297827,0.109985,-0.395947,1.209839,0.010999,-0.340955,1.341821,0.186975,0.263965,-0.989868,0.241968,0.472937,-0.824890,0.142981,0.439941,-0.923877,0.274963,-0.494934,1.066858,0.065991,-0.494934,1.176843,0.197974,-0.241968,1.231836,103960,494556,-101,118,8242,-17,-3,-22,637
1780493822.660585,103962,494560,0x0FFF,0.362952,0.307959,-1.011865,0.307959,0.615918,-0.912878,0.230969,0.362952,-0.879883,0.219971,-0.637915,1.264832,0.109985,-0.329956,1.242834,0.021997,-0.175977,1.429810,0.153979,0.318958,-0.945874,0.197974,0.450940,-0.813892,0.076990,0.417944,-0.879883,0.098987,-0.395947,0.912878,0.032996,-0.219971,1.165845,0.175977,-0.087988,1.231836,103960,494556,-101,118,8242,-17,-3,-22,637
1780493822.662681,103963,494562,0x0FFF,0.384949,0.351953,-1.033862,0.329956,0.538928,-0.989868,0.285962,0.373950,-0.890881,0.263965,-0.681909,1.319824,0.065991,-0.362952,1.154846,0.076990,-0.120984,1.363818,0.120984,0.307959,-1.011865,0.142981,0.373950,-0.824890,0.065991,0.208972,-0.989868,0.186975,-0.472937,1.033862,0.098987,-0.318958,1.132849,0.164978,-0.274963,1.198840,103960,494556,-101,118,8242,-17,-3,-22,637
1780493822.664713,103965,494564,0x0FFF,0.538928,0.307959,-0.879883,0.406946,0.527930,-1.011865,0.340955,0.329956,-0.868884,0.274963,-0.692908,1.286829,0.186975,-0.373950,1.319824,0.021997,-0.307959,1.319824,0.120984,0.351953,-1.022864,0.197974,0.318958,-0.758899,0.241968,0.384949,-0.901880,0.263965,-0.417944,0.978870,0.065991,-0.252966,1.165845,0.065991,-0.164978,1.286829,103964,494562,-103,112,8226,-16,-1,-21,627
1780493822.666791,103966,494566,0x0FFF,0.494934,0.395947,-1.022864,0.274963,0.417944,-0.923877,0.208972,0.219971,-0.835889,0.252966,-0.560925,1.209839,0.054993,-0.252966,1.176843,0.076990,-0.340955,1.220837,0.318958,0.461938,-0.945874,0.197974,0.395947,-0.890881,0.164978,0.483936,-0.945874,0.197974,-0.428943,1.044861,0.054993,-0.285962,1.220837,0.131982,-0.230969,1.143848,103964,494562,-103,112,8226,-16,-1,-21,627
1780493822.668804,103968,494568,0x0FFF,0.417944,0.296960,-1.000867,0.362952,0.417944,-1.022864,0.208972,0.340955,-1.000867,0.340955,-0.648914,1.253833,0.087988,-0.318958,1.198840,0.087988,-0.351953,1.385815,0.252966,0.329956,-0.978870,0.241968,0.318958,-0.824890,0.142981,0.494934,-0.846887,0.186975,-0.417944,1.099854,0.164978,-0.329956,1.121851,0.153979,-0.219971,1.121851,103967,494566,-97,108,8237,-16,-1,-22,636
1780493822.670767,103969,494570,0x0FFF,0.472937,0.307959,-1.000867,0.329956,0.461938,-0.956873,0.230969,0.296960,-0.923877,0.219971,-0.626917,1.187842,0.164978,-0.307959,1.209839,0.010999,-0.274963,1.231836,0.186975,0.307959,-1.044861,0.098987,0.351953,-0.747900,0.186975,0.472937,-0.923877,0.164978,-0.582922,1.044861,0.109985,-0.351953,1.143848,0.208972,-0.197974,1.275830,103967,494566,-97,108,8237,-16,-1,-22,636
1780493822.672845,103970,494572,0x0FFF,0.516931,0.395947,-0.956873,0.307959,0.549927,-0.835889,0.230969,0.329956,-0.835889,0.241968,-0.604919,1.264832,0.087988,-0.351953,1.319824,0.076990,-0.208972,1.363818,0.197974,0.329956,-0.835889,0.197974,0.450940,-0.714905,0.076990,0.318958,-0.824890,0.175977,-0.428943,0.967871,0.087988,-0.340955,1.286829,0.109985,-0.274963,1.209839,103967,494566,-97,108,8237,-16,-1,-22,636
1780493822.674861,103972,494574,0x0FFF,0.395947,0.340955,-0.934875,0.318958,0.340955,-1.066858,0.197974,0.351953,-0.824890,0.296960,-0.549927,1.330823,0.065991,-0.285962,1.242834,0.109985,-0.197974,1.253833,0.208972,0.362952,-1.055859,0.142981,0.395947,-0.868884,0.197974,0.373950,-0.901880,0.340955,-0.450940,1.000867,0.109985,-0.329956,1.099854,0.175977,-0.329956,1.077856,103971,494572,-89,110,8237,-16,-1,-23,637
1780493822.676900,103973,494576,0x0FFF,0.472937,0.406946,-0.890881,0.296960,0.384949,-0.890881,0.208972,0.340955,-0.857886,0.186975,-0.626917,1.286829,0.120984,-0.296960,1.143848,-0.054993,-0.318958,1.352820,0.208972,0.296960,-1.022864,0.164978,0.373950,-0.769897,0.241968,0.483936,-0.813892,0.307959,-0.395947,0.956873,0.164978,-0.252966,1.121851,0.153979,-0.274963,1.088855,103971,494572,-89,110,8237,-16,-1,-23,637
1780493822.679004,103975,494578,0x0FFF,0.439941,0.384949,-0.879883,0.296960,0.494934,-0.912878,0.263965,0.384949,-0.780896,0.296960,-0.571924,1.198840,0.164978,-0.362952,1.264832,-0.043994,-0.219971,1.209839,0.208972,0.307959,-1.022864,0.263965,0.395947,-0.857886,0.109985,0.461938,-1.033862,0.241968,-0.472937,0.989868,0.142981,-0.373950,1.165845,0.153979,-0.197974,1.275830,103974,494577,-99,117,8236,-17,-4,-21,632
1780493822.680988,103976,494580,0x0FFF,0.461938,0.373950,-0.956873,0.351953,0.450940,-0.978870,0.175977,0.263965,-0.956873,0.263965,-0.560925,1.154846,0.120984,-0.362952,1.198840,0.087988,-0.164978,1.253833,0.263965,0.307959,-0.978870,0.175977,0.274963,-0.890881,0.087988,0.384949,-0.802893,0.164978,-0.461938,1.044861,0.120984,-0.373950,1.044861,0.219971,-0.142981,1.176843,103974,494577,-99,117,8236,-17,-4,-21,632
1780493822.682994,103978,494583,0x0FFF,0.351953,0.406946,-1.044861,0.263965,0.439941,-0.912878,0.208972,0.384949,-0.890881,0.241968,-0.538928,1.253833,0.175977,-0.373950,1.187842,0.109985,-0.252966,1.286829,0.230969,0.274963,-0.901880,0.164978,0.329956,-0.912878,0.153979,0.472937,-0.923877,0.219971,-0.483936,0.945874,0.186975,-0.351953,1.165845,0.120984,-0.263965,1.077856,103977,494581,-98,109,8225,-17,-3,-20,641
1780493822.684911,103979,494585,0x0FFF,0.549927,0.285962,-0.912878,0.296960,0.483936,-0.934875,0.252966,0.351953,-0.879883,0.164978,-0.604919,1.187842,0.032996,-0.307959,1.275830,0.087988,-0.241968,1.319824,0.153979,0.406946,-1.022864,0.142981,0.461938,-0.901880,0.076990,0.395947,-0.835889,0.219971,-0.527930,0.890881,0.175977,-0.373950,1.253833,0.175977,-0.153979,1.143848,103977,494581,-98,109,8225,-17,-3,-20,641
1780493822.686924,103980,494587,0x0FFF,0.483936,0.351953,-1.110852,0.373950,0.461938,-0.923877,0.186975,0.373950,-1.033862,0.142981,-0.571924,1.352820,0.197974,-0.428943,1.220837,-0.010999,-0.241968,1.253833,0.197974,0.274963,-0.956873,0.131982,0.428943,-0.780896,0.098987,0.428943,-0.879883,0.175977,-0.373950,1.022864,0.109985,-0.285962,1.154846,0.197974,-0.208972,1.231836,103977,494581,-98,109,8225,-17,-3,-20,641
1780493822.688890,103982,494589,0x0FFF,0.351953,0.384949,-0.901880,0.329956,0.472937,-0.846887,0.285962,0.307959,-0.901880,0.296960,-0.637915,1.176843,0.098987,-0.329956,1.132849,0.032996,-0.274963,1.220837,0.098987,0.351953,-0.978870,0.197974,0.252966,-0.758899,0.109985,0.340955,-0.923877,0.263965,-0.450940,0.956873,0.219971,-0.362952,1.055859,0.131982,-0.197974,1.253833,103981,494587,-97,110,8239,-14,-5,-18,627
1780493822.692004,103983,494591,0x0FFF,0.538928,0.362952,-1.022864,0.296960,0.450940,-0.868884,0.197974,0.472937,-0.901880,0.197974,-0.604919,1.220837,0.131982,-0.406946,1.198840,0.065991,-0.296960,1.253833,0.164978,0.439941,-1.055859,0.219971,0.439941,-0.780896,0.208972,0.494934,-0.901880,0.153979,-0.494934,0.967871,0.032996,-0.362952,1.143848,0.153979,-0.142981,1.231836,103981,494587,-97,110,8239,-14,-5,-18,627
1780493822.692924,103985,494593,0x0FFF,0.494934,0.296960,-1.055859,0.197974,0.538928,-0.945874,0.109985,0.362952,-1.044861,0.252966,-0.648914,1.209839,0.076990,-0.340955,1.275830,0.032996,-0.285962,1.253833,0.153979,0.219971,-0.978870,0.230969,0.373950,-0.758899,0.098987,0.439941,-1.011865,0.109985,-0.395947,1.022864,0.164978,-0.186975,1.154846,0.208972,-0.241968,1.110852,103984,494591,-95,112,8244,-15,1,-22,631
1780493822.695942,103986,494595,0x0FFF,0.483936,0.384949,-1.011865,0.307959,0.428943,-0.923877,0.208972,0.307959,-0.956873,0.241968,-0.659912,1.297827,0.021997,-0.307959,1.341821,0.087988,-0.208972,1.286829,0.186975,0.285962,-1.011865,0.175977,0.439941,-0.824890,0.109985,0.318958,-1.022864,0.186975,-0.461938,1.044861,0.087988,-0.428943,1.022864,0.153979,-0.208972,1.165845,103984,494591,-95,112,8244,-15,1,-22,631
1780493822.697991,103987,494597,0x0FFF,0.483936,0.340955,-1.055859,0.219971,0.516931,-0.857886,0.175977,0.340955,-0.912878,0.362952,-0.582922,1.264832,0.076990,-0.351953,1.154846,0.054993,-0.241968,1.286829,0.208972,0.428943,-0.989868,0.142981,0.395947,-0.813892,0.175977,0.483936,-0.879883,0.164978,-0.395947,1.011865,0.164978,-0.406946,1.121851,0.285962,-0.230969,1.242834,103984,494591,-95,112,8244,-15,1,-22,631
1780493822.700028,103989,494599,0x0FFF,0.505933,0.329956,-0.978870,0.318958,0.439941,-0.956873,0.175977,0.340955,-1.000867,0.296960,-0.648914,1.165845,0.142981,-0.483936,1.253833,0.043994,-0.164978,1.308826,0.131982,0.439941,-0.901880,0.131982,0.450940,-0.835889,0.098987,0.439941,-0.890881,0.263965,-0.461938,0.956873,0.131982,-0.373950,1.187842,0.175977,-0.329956,1.187842,103988,494597,-93,97,8242,-14,-1,-21,640
1780493822.702108,103990,494601,0x0FFF,0.527930,0.384949,-0.978870,0.285962,0.461938,-0.989868,0.252966,0.395947,-0.813892,0.351953,-0.648914,1.253833,0.021997,-0.384949,1.220837,-0.032996,-0.362952,1.297827,0.208972,0.318958,-1.000867,0.197974,0.395947,-0.813892,0.120984,0.395947,-0.890881,0.164978,-0.560925,0.923877,0.109985,-0.340955,1.154846,0.043994,-0.186975,1.077856,103988,494597,-93,97,8242,-14,-1,-21,640
1780493822.704125,103992,494603,0x0FFF,0.439941,0.450940,-0.945874,0.296960,0.527930,-0.857886,0.230969,0.406946,-0.912878,0.296960,-0.604919,1.220837,0.186975,-0.395947,1.110852,0.131982,-0.219971,1.341821,0.274963,0.285962,-0.956873,0.197974,0.362952,-0.769897,0.186975,0.494934,-0.868884,0.274963,-0.362952,1.033862,0.109985,-0.263965,1.231836,0.175977,-0.208972,1.187842,103991,494602,-100,93,8240,-15,-2,-17,641
1780493822.706178,103993,494605,0x0FFF,0.472937,0.296960,-0.945874,0.307959,0.461938,-0.912878,0.109985,0.439941,-1.000867,0.142981,-0.604919,1.253833,0.142981,-0.417944,1.198840,0.032996,-0.329956,1.264832,0.197974,0.340955,-0.945874,0.252966,0.406946,-0.802893,0.120984,0.428943,-1.000867,0.318958,-0.472937,1.000867,0.098987,-0.340955,1.055859,0.098987,-0.087988,1.110852,103991,494602,-100,93,8240,-15,-2,-17,641
1780493822.708246,103995,494608,0x0FFF,0.461938,0.395947,-0.901880,0.285962,0.538928,-0.989868,0.285962,0.351953,-0.901880,0.219971,-0.681909,1.242834,0.032996,-0.395947,1.231836,0.054993,-0.241968,1.275830,0.285962,0.351953,-0.956873,0.208972,0.406946,-0.802893,0.076990,0.384949,-0.901880,0.252966,-0.461938,0.956873,0.175977,-0.307959,1.231836,0.164978,-0.307959,1.209839,103994,494606,-95,110,8233,-17,-5,-20,633
1780493822.710238,103996,494610,0x0FFF,0.417944,0.340955,-0.945874,0.263965,0.549927,-0.945874,0.219971,0.351953,-0.868884,0.362952,-0.604919,1.132849,0.087988,-0.296960,1.275830,0.065991,-0.263965,1.264832,0.340955,0.296960,-0.901880,0.120984,0.373950,-0.857886,0.142981,0.439941,-0.890881,0.296960,-0.406946,1.077856,0.153979,-0.329956,1.165845,0.186975,-0.230969,1.143848,103994,494606,-95,110,8233,-17,-5,-20,633
1780493822.712263,103997,494612,0x0FFF,0.527930,0.395947,-0.934875,0.197974,0.516931,-0.934875,0.307959,0.384949,-0.989868,0.274963,-0.582922,1.220837,0.021997,-0.406946,1.220837,0.021997,-0.197974,1.209839,0.241968,0.296960,-0.978870,0.230969,0.362952,-0.824890,0.142981,0.483936,-0.934875,0.241968,-0.461938,0.956873,0.164978,-0.329956,1.187842,0.197974,-0.241968,1.121851,103994,494606,-95,110,8233,-17,-5,-20,633
1780493822.714264,103999,494614,0x0FFF,0.472937,0.395947,-0.978870,0.296960,0.582922,-0.868884,0.362952,0.329956,-0.934875,0.274963,-0.659912,1.253833,0.076990,-0.296960,1.220837,0.076990,-0.274963,1.264832,0.274963,0.296960,-1.022864,0.197974,0.461938,-0.747900,0.120984,0.461938,-0.835889,0.109985,-0.406946,0.978870,-0.021997,-0.340955,1.209839,0.274963,-0.164978,1.231836,103998,494612,-91,107,8243,-17,-3,-20,645
1780493822.716320,104000,494616,0x0FFF,0.538928,0.351953,-1.011865,0.329956,0.494934,-0.934875,0.241968,0.351953,-0.879883,0.252966,-0.637915,1.220837,0.175977,-0.318958,1.253833,0.054993,-0.406946,1.308826,0.175977,0.329956,-0.945874,0.230969,0.362952,-0.835889,0.164978,0.472937,-0.956873,0.274963,-0.395947,0.945874,0.087988,-0.362952,1.165845,0.175977,-0.252966,1.198840,103998,494612,-91,107,8243,-17,-3,-20,645
1780493822.718453,104002,494618,0x0FFF,0.483936,0.505933,-0.989868,0.263965,0.395947,-0.901880,0.208972,0.373950,-0.846887,0.296960,-0.659912,1.264832,0.142981,-0.428943,1.330823,0.021997,-0.252966,1.242834,0.164978,0.318958,-1.022864,0.230969,0.406946,-0.868884,0.208972,0.560925,-0.989868,0.175977,-0.395947,1.033862,0.109985,-0.417944,1.143848,0.175977,-0.208972,1.220837,104001,494616,-97,119,8245,-17,-4,-21,644
1780493822.720397,104003,494620,0x0FFF,0.505933,0.428943,-0.945874,0.230969,0.593921,-0.802893,0.274963,0.241968,-0.846887,0.296960,-0.670911,1.176843,0.175977,-0.219971,1.363818,0.021997,-0.285962,1.242834,0.230969,0.362952,-0.912878,0.219971,0.439941,-0.813892,0.153979,0.461938,-0.978870,0.219971,-0.461938,1.066858,0.043994,-0.329956,1.187842,0.098987,-0.241968,1.209839,104001,494616,-97,119,8245,-17,-4,-21,644
