timestamp,sensor_1_x,sensor_1_y,sensor_1_z,sensor_2_x,sensor_2_y,sensor_2_z,sensor_3_x,sensor_3_y,sensor_3_z,sensor_4_x,sensor_4_y,sensor_4_z,sensor_5_x,sensor_5_y,sensor_5_z,sensor_6_x,sensor_6_y,sensor_6_z,sensor_7_x,sensor_7_y,sensor_7_z,sensor_8_x,sensor_8_y,sensor_8_z,sensor_9_x,sensor_9_y,sensor_9_z,sensor_10_x,sensor_10_y,sensor_10_z,sensor_11_x,sensor_11_y,sensor_11_z,sensor_12_x,sensor_12_y,sensor_12_z
2026-04-20T18:08:11.546819,-0.02832031,29.91318,-1.941406,-0.01982422,29.42207,-1.865723,-0.02089844,29.28447,-2.195312,0.05644531,-29.44316,2.11123,0.03271484,-29.79131,1.64502,0.07949219,-29.27031,1.797852,0.006542969,-28.95811,0.6475586,0.02119141,-29.22959,0.2701172,0.001367187,-29.37646,-0.1799805,-0.06445312,29.53096,-0.2300781,-0.06445312,29.1834,-0.6696289,-0.008789062,29.09307,-0.2426758
2026-04-20T18:08:11.676701,-0.03466797,29.91572,-1.940332,-0.004199219,29.4249,-1.865723,-0.01894531,29.2835,-2.196582,0.08398438,-29.44199,2.113281,0.06435547,-29.79072,1.643652,0.04970703,-29.26982,1.797461,0.01240234,-28.95752,0.6469727,0.01035156,-29.24229,0.2702148,0.01474609,-29.37402,-0.1777344,-0.05566406,29.52793,-0.2297852,-0.05244141,29.18652,-0.6692383,-0.0359375,29.09141,-0.2425781
2026-04-20T18:08:11.805130,-0.005371094,29.91406,-1.93916,-0.02109375,29.42139,-1.865625,-0.01826172,29.28691,-2.197363,0.05107422,-29.44004,2.115234,0.0390625,-29.78672,1.645312,0.06259766,-29.26689,1.800391,-0.000390625,-28.96006,0.6485352,0.006640625,-29.23457,0.2699219,-0.0002929687,-29.37334,-0.1788086,-0.03085938,29.52637,-0.2298828,-0.06894531,29.18506,-0.6660156,-0.01328125,29.09082,-0.2426758
2026-04-20T18:08:11.934075,-0.008691406,29.91719,-1.940332,-0.02460937,29.42393,-1.865918,-0.001464844,29.29502,-2.199609,0.08808594,-29.43994,2.113477,0.03691406,-29.78643,1.644922,0.07597656,-29.26768,1.799414,0.01552734,-28.96035,0.6466797,0.02617188,-29.24014,0.2678711,-0.0009765625,-29.37627,-0.1803711,-0.04023438,29.52891,-0.2288086,-0.06738281,29.18418,-0.6633789,-0.008789062,29.096,-0.2412109
2026-04-20T18:08:12.062958,-0.01220703,29.91719,-1.94043,-0.02070312,29.41992,-1.864062,-0.01992187,29.29863,-2.199219,0.0484375,-29.44033,2.112402,0.06552734,-29.78818,1.644629,0.08701172,-29.2665,1.797266,0.01542969,-28.96084,0.6476563,0.02978516,-29.23936,0.2699219,0.003613281,-29.375,-0.1799805,-0.04833984,29.52715,-0.2295898,-0.0546875,29.18623,-0.6652344,-0.03681641,29.09434,-0.2404297
2026-04-20T18:08:12.192138,-0.03095703,29.91377,-1.940723,-0.01494141,29.42041,-1.863574,-0.01123047,29.29678,-2.198047,0.1033203,-29.44248,2.113867,0.01816406,-29.7877,1.645703,0.07519531,-29.26787,1.796191,0.007617187,-28.95771,0.6458008,0.02167969,-29.2416,0.2683594,0.01533203,-29.37432,-0.1823242,-0.02851562,29.52559,-0.2290039,-0.05634766,29.19082,-0.6644531,-0.01855469,29.09443,-0.2416992
2026-04-20T18:08:12.321527,-0.04677734,29.91113,-1.940527,-0.004296875,29.42158,-1.862695,-0.004882812,29.29678,-2.197266,0.03652344,-29.44277,2.112598,0.04541016,-29.78994,1.645215,0.06572266,-29.26514,1.797852,-0.0004882812,-28.96045,0.6464844,0.004101563,-29.2375,0.2700195,0.015625,-29.3749,-0.1786133,-0.09589844,29.52812,-0.2316406,-0.02871094,29.18818,-0.6663086,-0.02070312,29.09238,-0.2429688
2026-04-20T18:08:12.449806,-0.02333984,29.91338,-1.938672,-0.025,29.42109,-1.863086,-0.009472656,29.29258,-2.195605,0.02753906,-29.44287,2.112598,0.06523437,-29.78721,1.644629,0.07207031,-29.2625,1.79834,-0.000390625,-28.95488,0.6466797,0.02607422,-29.2418,0.2708008,0.01220703,-29.37275,-0.1787109,-0.0234375,29.52432,-0.2290039,-0.05380859,29.18623,-0.665332,-0.02373047,29.09287,-0.2423828
2026-04-20T18:08:12.579053,-0.01025391,29.91006,-1.937891,-0.003613281,29.42178,-1.865137,-0.002050781,29.28516,-2.199023,0.06845703,-29.44219,2.113867,0.03378906,-29.78672,1.649316,0.06845703,-29.26504,1.797168,0.01103516,-28.95928,0.6464844,0.02626953,-29.2457,0.2698242,0.00703125,-29.37344,-0.1814453,-0.07578125,29.52744,-0.2289063,-0.08417969,29.18584,-0.6634766,-0.02265625,29.09053,-0.2418945
2026-04-20T18:08:12.707976,-0.03212891,29.91084,-1.942285,-0.01835938,29.42334,-1.866602,-0.01044922,29.29756,-2.200195,0.08232422,-29.44189,2.11416,0.03144531,-29.78506,1.644336,0.08066406,-29.26572,1.796484,0.01845703,-28.95615,0.6443359,0.04941406,-29.2373,0.2689453,0.02119141,-29.37617,-0.1789062,-0.05175781,29.52705,-0.2294922,-0.06064453,29.18477,-0.6636719,-0.01884766,29.08662,-0.2397461
