timestamp,sensor_1_x,sensor_1_y,sensor_1_z,sensor_2_x,sensor_2_y,sensor_2_z,sensor_3_x,sensor_3_y,sensor_3_z,sensor_4_x,sensor_4_y,sensor_4_z,sensor_5_x,sensor_5_y,sensor_5_z,sensor_6_x,sensor_6_y,sensor_6_z,sensor_7_x,sensor_7_y,sensor_7_z,sensor_8_x,sensor_8_y,sensor_8_z,sensor_9_x,sensor_9_y,sensor_9_z,sensor_10_x,sensor_10_y,sensor_10_z,sensor_11_x,sensor_11_y,sensor_11_z,sensor_12_x,sensor_12_y,sensor_12_z
2026-04-28T20:38:47.725819,-23.91455,-0.5483398,0.2331055,-23.24463,-0.5854492,0.5722656,-23.3458,-0.4244141,0.1132812,-23.08838,0.5595703,0.4414062,-23.52998,0.6897461,0.6336914,-23.13115,0.8963867,1.130762,22.90205,0.2182617,-0.4490234,23.19209,0.5290039,-1.135547,23.31289,1.049707,-0.831543,23.16553,-1.615723,0.4527344,23.11416,-0.8139648,0.3697266,23.05352,-0.7957031,0.7044922
2026-04-28T20:38:47.855625,-23.91572,-0.5458008,0.2328125,-23.24482,-0.5929688,0.5769531,-23.34414,-0.4261719,0.1137695,-23.08467,0.5693359,0.4391602,-23.529,0.6834961,0.6319336,-23.13105,0.8984375,1.12998,22.90234,0.2109375,-0.4464844,23.1915,0.5316406,-1.133789,23.31191,1.059375,-0.8302734,23.1625,-1.622559,0.4504883,23.11553,-0.8250977,0.3708984,23.05391,-0.8007812,0.7046875
2026-04-28T20:38:47.983878,-23.91553,-0.5523438,0.2352539,-23.24355,-0.5910156,0.5745117,-23.34355,-0.4293945,0.1120117,-23.08223,0.5707031,0.4375977,-23.52998,0.6726562,0.6299805,-23.12793,0.8855469,1.131934,22.89941,0.2178711,-0.4493164,23.19141,0.5222656,-1.131348,23.31377,1.061719,-0.8302734,23.16182,-1.613086,0.4498047,23.1126,-0.8208984,0.369043,23.05508,-0.7928711,0.7051758
2026-04-28T20:38:48.112872,-23.91611,-0.5529297,0.237207,-23.24395,-0.5898438,0.5735352,-23.3416,-0.4412109,0.1179687,-23.08555,0.5641602,0.440918,-23.53457,0.6739258,0.6323242,-23.12861,0.8922852,1.128516,22.90312,0.2358398,-0.4474609,23.19648,0.5375,-1.135449,23.31719,1.058594,-0.8294922,23.16582,-1.618066,0.4530273,23.11455,-0.8189453,0.3699219,23.05723,-0.8025391,0.7076172
2026-04-28T20:38:48.242768,-23.91309,-0.565918,0.2324219,-23.24316,-0.5893555,0.5739258,-23.3375,-0.437207,0.1128906,-23.08438,0.5683594,0.4398437,-23.53311,0.6773438,0.6318359,-23.12773,0.8966797,1.131152,22.90029,0.2332031,-0.4504883,23.1915,0.5291016,-1.134961,23.31211,1.06875,-0.8338867,23.16475,-1.623926,0.4529297,23.11621,-0.8203125,0.371582,23.05488,-0.8071289,0.7079102
2026-04-28T20:38:48.371702,-23.91484,-0.5539063,0.2356445,-23.24229,-0.6026367,0.5760742,-23.33711,-0.440625,0.1154297,-23.08555,0.5556641,0.4398437,-23.52988,0.6810547,0.6335937,-23.12959,0.8959961,1.131445,22.89951,0.2320312,-0.4511719,23.19141,0.5412109,-1.135938,23.31104,1.090039,-0.8376953,23.16367,-1.624219,0.4494141,23.11455,-0.8208008,0.371875,23.05498,-0.803418,0.7070312
2026-04-28T20:38:48.500658,-23.91396,-0.5488281,0.2337891,-23.23994,-0.5912109,0.575293,-23.33408,-0.446582,0.1157227,-23.08457,0.5598633,0.440625,-23.52939,0.6772461,0.6323242,-23.12754,0.8989258,1.129395,22.89854,0.2180664,-0.4463867,23.19619,0.5245117,-1.135547,23.30586,1.071582,-0.8316406,23.16191,-1.625391,0.4518555,23.11768,-0.8208984,0.3716797,23.05508,-0.8237305,0.7106445
2026-04-28T20:38:48.629078,-23.91094,-0.5520508,0.2335937,-23.23799,-0.5883789,0.5731445,-23.33115,-0.4430664,0.1157227,-23.08105,0.5553711,0.4401367,-23.52676,0.6696289,0.6332031,-23.12578,0.8977539,1.133105,22.89678,0.2368164,-0.4492188,23.19512,0.5175781,-1.134766,23.30693,1.060059,-0.8333984,23.16182,-1.624512,0.4526367,23.11582,-0.8348633,0.3739258,23.05459,-0.7955078,0.7078125
2026-04-28T20:38:48.758943,-23.91006,-0.5525391,0.2330078,-23.23818,-0.575293,0.5735352,-23.33887,-0.4380859,0.1142578,-23.08115,0.5654297,0.437207,-23.52559,0.671875,0.6283203,-23.12588,0.8990234,1.126758,22.8958,0.2302734,-0.4494141,23.19219,0.518457,-1.13418,23.30674,1.05791,-0.8301758,23.16191,-1.626758,0.4509766,23.1126,-0.8194336,0.3702148,23.05449,-0.8020508,0.70625
2026-04-28T20:38:48.887410,-23.90996,-0.5643555,0.2334961,-23.23828,-0.5795898,0.5735352,-23.33105,-0.4364258,0.1151367,-23.07852,0.5665039,0.4385742,-23.52607,0.6735352,0.6317383,-23.12764,0.8930664,1.129297,22.89541,0.2365234,-0.4505859,23.18779,0.5222656,-1.135156,23.30713,1.059375,-0.8298828,23.16211,-1.625684,0.4509766,23.1123,-0.8170898,0.3693359,23.05361,-0.8074219,0.7086914
