timestamp,sensor_1_x,sensor_1_y,sensor_1_z,sensor_2_x,sensor_2_y,sensor_2_z,sensor_3_x,sensor_3_y,sensor_3_z,sensor_4_x,sensor_4_y,sensor_4_z,sensor_5_x,sensor_5_y,sensor_5_z,sensor_6_x,sensor_6_y,sensor_6_z,sensor_7_x,sensor_7_y,sensor_7_z,sensor_8_x,sensor_8_y,sensor_8_z,sensor_9_x,sensor_9_y,sensor_9_z,sensor_10_x,sensor_10_y,sensor_10_z,sensor_11_x,sensor_11_y,sensor_11_z,sensor_12_x,sensor_12_y,sensor_12_z
2026-04-28T20:38:32.237001,0.2431641,-24.0709,0.2147461,0.3946289,-23.84248,0.1164063,0.6136719,-23.88105,0.453418,-0.05615234,23.62764,-0.5045898,0.06416016,24.00098,-0.02939453,0.565918,23.71992,-0.1186523,-0.4368164,23.59082,-1.192578,-0.4719727,23.73506,-0.8770508,-0.8698242,24.00967,-0.5080078,-1.139258,-23.97139,0.9257812,-0.2342773,-23.75664,1.186719,-0.1759766,-23.66064,0.7785156
2026-04-28T20:38:32.364996,0.2458008,-24.07061,0.2120117,0.403418,-23.84053,0.1150391,0.6121094,-23.87979,0.4513672,-0.059375,23.62715,-0.5021484,0.05996094,24.00205,-0.02607422,0.5748047,23.72148,-0.119043,-0.4287109,23.59229,-1.193164,-0.471582,23.73506,-0.8800781,-0.8722656,24.00654,-0.5083008,-1.130371,-23.96729,0.9274414,-0.2335937,-23.75547,1.188477,-0.1818359,-23.66211,0.7828125
2026-04-28T20:38:32.495040,0.2443359,-24.06973,0.2130859,0.3916992,-23.84014,0.1160156,0.6029297,-23.88262,0.4506836,-0.05908203,23.62529,-0.5021484,0.06962891,23.99971,-0.02724609,0.5720703,23.71768,-0.1212891,-0.4330078,23.59316,-1.19043,-0.465332,23.72598,-0.878418,-0.8608398,24.00791,-0.5079102,-1.128223,-23.96592,0.928125,-0.237207,-23.75371,1.187305,-0.1824219,-23.66035,0.7798828
2026-04-28T20:38:32.623455,0.2482422,-24.07002,0.2140625,0.3947266,-23.83721,0.1166016,0.6057617,-23.87373,0.4527344,-0.05957031,23.62197,-0.5022461,0.05537109,24,-0.02421875,0.5701172,23.71797,-0.121582,-0.4479492,23.59238,-1.191504,-0.4641602,23.72861,-0.8779297,-0.8650391,24.00908,-0.5083008,-1.129102,-23.96514,0.927832,-0.2412109,-23.75332,1.189062,-0.1768555,-23.65781,0.7801758
2026-04-28T20:38:32.752700,0.2416016,-24.07031,0.2124023,0.3908203,-23.83789,0.1166992,0.6140625,-23.87324,0.4511719,-0.06279297,23.62471,-0.5025391,0.05566406,23.99766,-0.02519531,0.5676758,23.71826,-0.1195313,-0.4345703,23.59346,-1.192676,-0.4625977,23.72461,-0.8777344,-0.8742188,24.00576,-0.5066406,-1.133105,-23.96592,0.927832,-0.2296875,-23.75449,1.187891,-0.1874023,-23.65342,0.7803711
2026-04-28T20:38:32.882107,0.2371094,-24.06777,0.2166016,0.3896484,-23.83975,0.1169922,0.6192383,-23.87813,0.4540039,-0.06123047,23.62051,-0.503125,0.05810547,23.99609,-0.02685547,0.5720703,23.72061,-0.119043,-0.4405273,23.5916,-1.190625,-0.4765625,23.72305,-0.8748047,-0.8713867,24.00088,-0.50625,-1.132617,-23.96562,0.9243164,-0.231543,-23.75107,1.186328,-0.1791016,-23.65283,0.778125
2026-04-28T20:38:33.011257,0.2511719,-24.06729,0.2141602,0.3942383,-23.84199,0.1182617,0.6157227,-23.87725,0.4530273,-0.05966797,23.62021,-0.5042969,0.05507812,23.99541,-0.02734375,0.5700195,23.71699,-0.1201172,-0.430957,23.5918,-1.191797,-0.4740234,23.73018,-0.8761719,-0.8740234,24.0001,-0.5071289,-1.132324,-23.96455,0.9258789,-0.2400391,-23.75459,1.1875,-0.187207,-23.65566,0.7793945
2026-04-28T20:38:33.140213,0.2416992,-24.0708,0.2123047,0.3918945,-23.84004,0.1154297,0.6041992,-23.88184,0.4523437,-0.06298828,23.61865,-0.5030273,0.06025391,23.99473,-0.02509766,0.5813477,23.71709,-0.1189453,-0.4336914,23.58926,-1.193066,-0.4745117,23.72656,-0.8768555,-0.8665039,24.00342,-0.5083008,-1.126953,-23.96572,0.9271484,-0.2401367,-23.75527,1.190234,-0.1831055,-23.65527,0.7803711
2026-04-28T20:38:33.269577,0.2506836,-24.06602,0.212207,0.3972656,-23.84082,0.1157227,0.61875,-23.88105,0.4529297,-0.06279297,23.61924,-0.5019531,0.06572266,23.99502,-0.02617188,0.578125,23.71494,-0.1197266,-0.4455078,23.58887,-1.190918,-0.4770508,23.72666,-0.8774414,-0.8751953,24.00352,-0.506543,-1.132715,-23.9666,0.9270508,-0.2391602,-23.75557,1.188867,-0.1814453,-23.65254,0.7796875
2026-04-28T20:38:33.398144,0.2448242,-24.06553,0.2125,0.3915039,-23.84248,0.1166992,0.6142578,-23.88145,0.4516602,-0.06328125,23.61807,-0.5021484,0.06044922,23.99824,-0.02539062,0.5749023,23.71504,-0.1186523,-0.4429688,23.58594,-1.19082,-0.4742188,23.72793,-0.8777344,-0.8663086,24.00508,-0.5076172,-1.131738,-23.96426,0.9277344,-0.2412109,-23.75391,1.190039,-0.1740234,-23.65088,0.7789063
