sensor_1_x,sensor_1_y,sensor_1_z,sensor_2_x,sensor_2_y,sensor_2_z,sensor_3_x,sensor_3_y,sensor_3_z,sensor_4_x,sensor_4_y,sensor_4_z,sensor_5_x,sensor_5_y,sensor_5_z,sensor_6_x,sensor_6_y,sensor_6_z,sensor_7_x,sensor_7_y,sensor_7_z,sensor_8_x,sensor_8_y,sensor_8_z,sensor_9_x,sensor_9_y,sensor_9_z,sensor_10_x,sensor_10_y,sensor_10_z,sensor_11_x,sensor_11_y,sensor_11_z,sensor_12_x,sensor_12_y,sensor_12_z
12.348242,-0.698828,22.276758,12.35752,-0.749902,21.802832,12.038281,-0.477051,21.690039,11.245703,0.493066,-21.86084,11.496582,1.080176,-22.510547,10.946094,0.930176,-22.17041,-11.273047,0.950098,21.79834,-10.969824,0.525293,22.25166,-11.127637,-0.043848,22.344531,-11.587207,-0.657324,-21.992871,-11.437012,-1.147461,-21.783203,-11.204199,-0.699805,-21.997168
11.738867,-0.71123,22.554785,11.771484,-0.76416,22.086816,11.441113,-0.488965,21.958691,10.642871,0.493457,-22.114844,10.879785,1.080176,-22.767871,10.334961,0.939746,-22.410742,-10.675781,0.961523,22.046484,-10.35127,0.538379,22.484961,-10.509766,-0.021387,22.582617,-10.984766,-0.684961,-22.245605,-10.837695,-1.153125,-22.035547,-10.597266,-0.699805,-22.240918
11.10791,-0.721973,22.815137,11.163184,-0.775879,22.355371,10.827441,-0.498145,22.211914,10.021387,0.493457,-22.353027,10.239355,1.081152,-23.005273,9.702441,0.947363,-22.629004,-10.057422,0.97373,22.280371,-9.716113,0.547656,22.70459,-9.87666,0.000195,22.814062,-10.359961,-0.708594,-22.47959,-10.219922,-1.157227,-22.273145,-9.969043,-0.701074,-22.470117
10.457715,-0.737402,23.066699,10.530176,-0.792285,22.608203,10.190723,-0.510156,22.449707,9.380566,0.493555,-22.573145,9.585156,1.086426,-23.230469,9.047949,0.958008,-22.839648,-9.416895,0.98418,22.494824,-9.058984,0.562695,22.915918,-9.223047,0.025879,23.027734,-9.720117,-0.737402,-22.701953,-9.581836,-1.164258,-22.497852,-9.324609,-0.708691,-22.685254
9.778516,-0.75332,23.299902,9.872363,-0.811523,22.842676,9.530078,-0.526953,22.682715,8.712793,0.497266,-22.78623,8.901563,1.094141,-23.443066,8.371387,0.971484,-23.037012,-8.75752,1.000781,22.703613,-8.376758,0.57832,23.108008,-8.544141,0.053809,23.23291,-9.053711,-0.76709,-22.908008,-8.914844,-1.173047,-22.705957,-8.656836,-0.718066,-22.892285
9.097656,-0.768164,23.520312,9.211035,-0.829199,23.06582,8.862402,-0.538672,22.889063,8.043164,0.499609,-22.979102,8.209961,1.09873,-23.637012,7.691309,0.982422,-23.218652,-8.086523,1.013574,22.884863,-7.692773,0.592969,23.282031,-7.862793,0.081641,23.41875,-8.382129,-0.79707,-23.1,-8.249414,-1.180078,-22.895117,-7.978711,-0.724316,-23.074707
8.401465,-0.783984,23.724609,8.535449,-0.845605,23.269336,8.183008,-0.554297,23.082617,7.361328,0.50293,-23.157129,7.510937,1.10293,-23.815625,6.996777,0.994434,-23.378516,-7.408789,1.026758,23.059473,-6.999609,0.610449,23.447949,-7.167969,0.110449,23.583691,-7.700391,-0.826074,-23.271582,-7.568652,-1.185645,-23.074414,-7.295117,-0.73291,-23.24707
7.660547,-0.799902,23.913086,7.822266,-0.862988,23.463379,7.461719,-0.569141,23.262305,6.637109,0.504492,-23.325098,6.772363,1.108789,-23.981152,6.266992,1.005273,-23.533594,-6.690723,1.04082,23.218262,-6.26582,0.625684,23.597656,-6.435742,0.13877,23.745313,-6.98125,-0.856836,-23.43291,-6.849023,-1.193555,-23.239941,-6.570898,-0.740039,-23.405469
6.900586,-0.816406,24.089453,7.082813,-0.879883,23.641797,6.716504,-0.584473,23.43418,5.892676,0.508691,-23.478125,6.00752,1.113965,-24.13125,5.508105,1.015918,-23.66709,-5.949609,1.052637,23.366016,-5.511035,0.641602,23.729102,-5.681152,0.170605,23.8875,-6.234082,-0.886328,-23.583496,-6.105371,-1.19834,-23.393164,-5.821875,-0.746777,-23.549316
6.172559,-0.830664,24.237207,6.375879,-0.897754,23.796484,6.007617,-0.599023,23.575879,5.181836,0.510352,-23.607422,5.278125,1.117383,-24.25918,4.792285,1.027734,-23.780273,-5.242773,1.065918,23.491016,-4.787598,0.656934,23.841602,-4.959766,0.199902,24.003418,-5.524609,-0.914746,-23.706836,-5.399219,-1.204687,-23.517773,-5.108203,-0.754785,-23.666992
