combo,s1,s2,s3,geometry_rank_centered,gradient_rank_C,success_count,cycle_count,status,cvt_ep_mean,cvt_ep_median,cvt_eR_mean,cvt_eR_median,cci_ep_mean,cci_ep_median,cci_eR_mean,cci_eR_median,delta_cci_minus_cvt_ep_mean,delta_cci_minus_cvt_eR_mean,cci_better_ep_count,cci_better_eR_count
2-5-9,2,5,9,2,5,10,10,ok,0.014885710841114789,0.014133024640589751,0.35674288935496712,0.35598420241724477,0.01068078548106677,0.0099882192627605299,0.36527123955379548,0.35199187003005006,-0.0042049253600480192,0.0085283501988283605,7,2
2-5-10,2,5,10,2,5,10,10,ok,0.017937659495955303,0.015115184853301752,0.25357293108745027,0.24952216207805358,0.020243553487026885,0.016672341345021519,0.17639972818470895,0.16177964352632898,0.0023058939910715823,-0.077173202902741322,5,9
2-5-11,2,5,11,2,5,10,10,ok,0.016760617707000193,0.013804465522803247,0.38719511663084094,0.38224679875925271,0.015837015158180985,0.015116953099540078,0.35194877688203541,0.32968429327549015,-0.00092360254881920789,-0.035246339748805533,6,8
2-5-12,2,5,12,2,5,10,10,ok,0.017527552057057021,0.01572740893895555,0.42582595393324707,0.43434237732277525,0.011971733589555601,0.010933252889411478,0.45639763868008593,0.44619933759520636,-0.0055558184675014201,0.030571684746838856,7,1
2-6-7,2,6,7,2,5,10,10,ok,0.022662267889232056,0.024112685675348071,0.50828322197878995,0.5238498844470596,0.024915951822975613,0.027984623641294719,0.44082092058856215,0.52428223256208806,0.0022536839337435575,-0.067462301390227797,3,7
2-6-8,2,6,8,2,5,10,10,ok,0.014795212369466737,0.01247217759798248,0.49255575568051962,0.49210213967791583,0.019838404494299463,0.02030315640314587,0.45569732881093011,0.49059832718850876,0.0050431921248327259,-0.036858426869589511,0,7
2-6-9,2,6,9,2,5,10,10,ok,0.012806271462843083,0.012534958896231449,0.41218963039889511,0.41772913955688168,0.011566788001776126,0.0093679634411118241,0.39572771923437294,0.39440365129014954,-0.0012394834610669567,-0.016461911164522169,5,6
2-6-10,2,6,10,2,5,10,10,ok,0.015687623657992405,0.014142585454856858,0.28316580238255645,0.30809038679491585,0.020389633666675192,0.012858468746520302,0.20746570610263429,0.22648737783807998,0.0047020100086827867,-0.075700096279922163,4,9
2-6-11,2,6,11,2,5,10,10,ok,0.014143669880888133,0.013179322771319481,0.40776857111321851,0.44686406048254124,0.01772225572970814,0.017234041981388046,0.30106044442642088,0.35040004700773558,0.0035785858488200078,-0.10670812668679763,2,10
2-6-12,2,6,12,2,5,10,10,ok,0.014291104819037326,0.015569930960053352,0.52537224333503174,0.5580860969134156,0.017413140113484205,0.017212916332003957,0.45466687457134486,0.49770015609353735,0.0031220352944468788,-0.070705368763686882,2,8
2-7-8,2,7,8,2,5,10,10,ok,0.048622804273204985,0.048574303844712632,0.5416033954307885,0.5415565368293831,0.055033800807407773,0.057721255717436061,0.54215737877855674,0.55366784215314646,0.0064109965342027883,0.00055398334776823877,0,5
2-7-9,2,7,9,2,5,10,10,ok,0.030891030567981446,0.030035367678373802,0.45698612794545318,0.47524512543380171,0.032309941752288421,0.031260560686029421,0.38828110876182553,0.44009444762857042,0.0014189111843069743,-0.068705019183627647,4,8
2-7-10,2,7,10,2,5,10,10,ok,0.020631487584999057,0.021388254899122904,0.53779559498071561,0.53284839323271838,0.027713769739350351,0.026428104918640692,0.57553654523631614,0.60068132534734731,0.0070822821543512944,0.037740950255600536,0,1
2-7-11,2,7,11,2,5,10,10,ok,0.026530600550946491,0.027438226227607276,0.52866608292073625,0.5262568497628759,0.02957180231523069,0.030267827555280784,0.50239889751049449,0.54738848954225827,0.0030412017642841987,-0.026267185410241756,2,7
2-7-12,2,7,12,2,5,10,10,ok,0.030110232139831494,0.031033929042519233,0.52794499995976574,0.53784974674934616,0.031965154731841409,0.032724732866743114,0.47147793558591111,0.51782648414666288,0.0018549225920099152,-0.056467064373854625,3,9
2-8-9,2,8,9,2,5,10,10,ok,0.023628449663719735,0.022735444724463948,0.35327030601526171,0.38963998186843363,0.028407705801077855,0.026678118121856442,0.28308595559386218,0.34275213710730734,0.0047792561373581205,-0.070184350421399533,4,9
2-8-10,2,8,10,2,5,10,10,ok,0.013832419656975717,0.012780960839690311,0.43324120591726711,0.43062143388524354,0.022452898958781678,0.021021263341404379,0.51891785221681697,0.51642938916745484,0.0086204793018059608,0.085676646299549852,0,0
2-8-11,2,8,11,2,5,10,10,ok,0.021754477473519541,0.021387848711664,0.53347939244302256,0.52187111579341305,0.030645098518074555,0.030348138265545763,0.58606140000128348,0.59079507950383658,0.0088906210445550138,0.052582007558260924,0,0
2-8-12,2,8,12,2,5,10,10,ok,0.027284801839166505,0.027817584741133449,0.56051422839110787,0.57024233981748007,0.033297205902836323,0.033120831504668734,0.55310785279528107,0.56774955420250062,0.0060124040636698184,-0.0074063755958267974,0,6
2-9-10,2,9,10,2,5,10,10,ok,0.015522550492063854,0.014866064876612017,0.28099876443193567,0.27365524671454394,0.014140977865887356,0.014918645911396435,0.2602602226963856,0.24166635855801549,-0.0013815726261764989,-0.020738541735550065,7,9
2-9-11,2,9,11,2,5,10,10,ok,0.012030478054619643,0.010804002493073433,0.34156243771393291,0.35754445493578157,0.011620292118988273,0.011163964543366418,0.32185531798475686,0.32346128477722225,-0.00041018593563136967,-0.019707119729176048,4,9
