combo,cycle,status,cvt_ep,cvt_eR,cci_ep,cci_eR
1-2-10,cycle_0000.json,ok,0.029671701208652593,0.13121225693015406,0.035987823301058715,0.27462639999184602
1-2-10,cycle_0001.json,ok,0.051822927462241847,0.34035930107753215,0.063231689381057832,0.59670367595035945
1-2-10,cycle_0002.json,ok,0.037000034249931674,0.15196676932383985,0.047480989577485387,0.40675598399795188
1-2-10,cycle_0003.json,ok,0.01565078917638275,0.30488587606794709,0.014434224225781932,0.26578030361702654
1-2-10,cycle_0004.json,ok,0.01482836273690016,0.25828489480520472,0.013293601176956733,0.16794044789953336
1-2-10,cycle_0005.json,ok,0.019526339224261034,0.34293683783590762,0.017735105977089945,0.27208286522684044
1-2-10,cycle_0006.json,ok,0.017390878821095846,0.11148412848664448,0.018495494096090987,0.14572644484921363
1-2-10,cycle_0007.json,ok,0.014275609866275853,0.18821287551435067,0.012324204788276625,0.10629310730276609
1-2-10,cycle_0008.json,ok,0.018388356054308292,0.087724289236154163,0.028415947631484483,0.25094975444655149
1-2-10,cycle_0009.json,ok,0.025723262477708796,0.12006599107065884,0.03085940329661915,0.2705216995766424
1-2-11,cycle_0000.json,ok,0.031922040125260384,0.11980023159867963,0.040518214189960398,0.32648040380852594
1-2-11,cycle_0001.json,ok,0.055678582111190554,0.39152797161464631,0.064428656159564834,0.6349339878963759
