sensor_1_x,sensor_1_y,sensor_1_z,sensor_1_magnitude,sensor_2_x,sensor_2_y,sensor_2_z,sensor_2_magnitude,sensor_3_x,sensor_3_y,sensor_3_z,sensor_3_magnitude,sensor_4_x,sensor_4_y,sensor_4_z,sensor_4_magnitude,sensor_5_x,sensor_5_y,sensor_5_z,sensor_5_magnitude,sensor_6_x,sensor_6_y,sensor_6_z,sensor_6_magnitude,sensor_7_x,sensor_7_y,sensor_7_z,sensor_7_magnitude,sensor_8_x,sensor_8_y,sensor_8_z,sensor_8_magnitude,sensor_9_x,sensor_9_y,sensor_9_z,sensor_9_magnitude,sensor_10_x,sensor_10_y,sensor_10_z,sensor_10_magnitude,sensor_11_x,sensor_11_y,sensor_11_z,sensor_11_magnitude,sensor_12_x,sensor_12_y,sensor_12_z,sensor_12_magnitude
0.289798,-0.019711,0.038517,0.293010,0.277854,-0.020686,0.035272,0.280847,0.281091,-0.021521,0.041043,0.284886,0.267849,0.023854,-0.044149,0.272509,0.284973,0.027817,-0.049377,0.290554,0.275782,0.026667,-0.054859,0.282447,-0.273440,0.023601,0.043580,0.277895,-0.277727,0.021395,0.054266,0.283786,-0.275897,0.011846,0.050841,0.280792,-0.267010,-0.018311,-0.043937,0.271220,-0.271269,-0.025556,-0.042302,0.275734,-0.274383,-0.023945,-0.048922,0.279737
0.282615,-0.039978,0.061093,0.291893,0.271305,-0.041287,0.056408,0.280166,0.273237,-0.042361,0.062852,0.283555,0.260621,0.043765,-0.069038,0.273139,0.275698,0.048038,-0.072166,0.289007,0.266641,0.047299,-0.077175,0.281586,-0.264906,0.044848,0.066874,0.276873,-0.268376,0.042805,0.075734,0.282123,-0.267889,0.031498,0.073410,0.279546,-0.259592,-0.039809,-0.066246,0.270853,-0.261963,-0.047257,-0.065991,0.274249,-0.265003,-0.045051,-0.071795,0.278228
0.258285,-0.055836,0.118347,0.289543,0.249594,-0.054720,0.111708,0.278873,0.250915,-0.055812,0.117217,0.282512,0.237472,0.055502,-0.120777,0.272140,0.250127,0.063845,-0.127870,0.288081,0.240923,0.059371,-0.128606,0.279479,-0.241103,0.057459,0.118822,0.274865,-0.243597,0.054927,0.129297,0.281201,-0.241709,0.044672,0.126397,0.276396,-0.236643,-0.052779,-0.117618,0.269480,-0.238113,-0.059149,-0.117905,0.272210,-0.240574,-0.055505,-0.123900,0.276239
0.228556,-0.053783,0.167536,0.288442,0.221643,-0.054842,0.160435,0.279056,0.221877,-0.054915,0.163241,0.280878,0.207499,0.054209,-0.166741,0.271656,0.219054,0.062868,-0.175726,0.287779,0.209369,0.058271,-0.174800,0.278901,-0.211130,0.057006,0.165393,0.274190,-0.211233,0.053822,0.174714,0.279358,-0.209676,0.042894,0.171359,0.274168,-0.207122,-0.051854,-0.163621,0.268999,-0.207398,-0.058683,-0.162922,0.270188,-0.208671,-0.054765,-0.170660,0.275078
0.185351,-0.042633,0.214690,0.286817,0.180438,-0.043633,0.205450,0.276896,0.178835,-0.042684,0.208006,0.277616,0.165295,0.042626,-0.208780,0.269682,0.174619,0.050390,-0.222888,0.287593,0.164750,0.046988,-0.216644,0.276197,-0.168305,0.045193,0.208322,0.271601,-0.165726,0.041310,0.216919,0.276089,-0.164913,0.032666,0.215263,0.273133,-0.164558,-0.040711,-0.205189,0.266157,-0.165496,-0.046680,-0.206816,0.268962,-0.164915,-0.041750,-0.213756,0.273188
0.144505,-0.036828,0.243930,0.285902,0.141657,-0.037800,0.234004,0.276140,0.140857,-0.035733,0.235366,0.276613,0.126729,0.036671,-0.235482,0.269920,0.133748,0.043882,-0.249685,0.286630,0.125140,0.041379,-0.242197,0.275738,-0.128667,0.040195,0.234145,0.270175,-0.125258,0.036000,0.242527,0.275327,-0.126464,0.027074,0.242055,0.274439,-0.127371,-0.037091,-0.229465,0.265053,-0.127254,-0.041891,-0.232649,0.268466,-0.125642,-0.036988,-0.238066,0.271715
0.112206,-0.044303,0.258785,0.285522,0.108910,-0.045382,0.249317,0.275826,0.107323,-0.042822,0.248755,0.274283,0.095645,0.043839,-0.248334,0.269703,0.100003,0.050406,-0.262227,0.285139,0.093121,0.047924,-0.254152,0.274884,-0.097409,0.047077,0.247399,0.270020,-0.093517,0.042934,0.254367,0.274393,-0.094843,0.034626,0.254965,0.274228,-0.097352,-0.044180,-0.241836,0.264412,-0.096285,-0.048449,-0.244306,0.267028,-0.093946,-0.044905,-0.250299,0.271094
0.080537,-0.050585,0.268477,0.284825,0.080082,-0.051151,0.258966,0.275850,0.077251,-0.048736,0.258026,0.273716,0.065571,0.048112,-0.256399,0.268988,0.068510,0.055154,-0.269902,0.283871,0.062807,0.052887,-0.261143,0.273747,-0.066820,0.052471,0.253843,0.267684,-0.062296,0.047598,0.261407,0.272910,-0.063632,0.041506,0.260744,0.271586,-0.067433,-0.048979,-0.249351,0.262911,-0.066435,-0.052628,-0.252410,0.266259,-0.063590,-0.048196,-0.257397,0.269480
0.051803,-0.052239,0.274717,0.284397,0.052337,-0.052452,0.265781,0.275917,0.049401,-0.049479,0.262817,0.271958,0.038075,0.048614,-0.262049,0.269226,0.040162,0.057496,-0.275808,0.284585,0.034713,0.053552,-0.265992,0.273541,-0.039264,0.054167,0.260907,0.269348,-0.033516,0.049577,0.266829,0.273458,-0.036425,0.043203,0.266422,0.272349,-0.041198,-0.051293,-0.253450,0.261849,-0.039025,-0.054578,-0.257259,0.265864,-0.034728,-0.050498,-0.263146,0.270189
0.014156,-0.057914,0.277204,0.283542,0.016856,-0.056916,0.269863,0.276315,0.013593,-0.054517,0.266449,0.272309,0.003300,0.054203,-0.262968,0.268516,0.002277,0.062475,-0.276471,0.283452,-0.001592,0.059046,-0.266265,0.272738,-0.002711,0.060290,0.262168,0.269025,0.002536,0.055903,0.265953,0.271777,-0.000748,0.051271,0.268223,0.273081,-0.005753,-0.057481,-0.256019,0.262455,-0.002716,-0.059332,-0.258240,0.264982,0.000679,-0.056251,-0.264182,0.270105
-0.013319,-0.058986,0.277875,0.284378,-0.008980,-0.058671,0.268991,0.275462,-0.012862,-0.055056,0.265510,0.271463,-0.022275,0.054785,-0.263189,0.269752,-0.024656,0.061742,-0.276197,0.284085,-0.027465,0.058748,-0.264740,0.272567,0.022223,0.059006,0.261286,0.268786,0.028510,0.055556,0.264803,0.272066,0.025381,0.051363,0.265928,0.272029,0.019138,-0.057755,-0.255117,0.262272,0.021540,-0.058594,-0.257746,0.265198,0.026397,-0.056470,-0.262785,0.270077
-0.046457,-0.061565,0.273937,0.284587,-0.041831,-0.061687,0.265781,0.276033,-0.045208,-0.058868,0.261251,0.271591,-0.053815,0.056696,-0.256316,0.267970,-0.056882,0.065660,-0.269956,0.283590,-0.059277,0.061650,-0.258287,0.272079,0.054098,0.061941,0.255214,0.268137,0.060874,0.059914,0.258832,0.272560,0.057619,0.056717,0.260436,0.272697,0.050800,-0.061059,-0.248940,0.261305,0.053323,-0.061921,-0.253564,0.266406,0.058093,-0.059775,-0.256277,0.269491
-0.083894,-0.059544,0.266352,0.285529,-0.077053,-0.059994,0.259527,0.277292,-0.081532,-0.056068,0.251994,0.270725,-0.088286,0.054643,-0.249318,0.270074,-0.094033,0.061739,-0.259812,0.283119,-0.094498,0.058375,-0.248329,0.272038,0.089572,0.059806,0.247089,0.269542,0.095680,0.056651,0.249222,0.272902,0.092680,0.055338,0.251222,0.273431,0.084403,-0.058537,-0.241192,0.262153,0.088564,-0.057224,-0.244067,0.265870,0.092624,-0.056193,-0.247445,0.270122
-0.117137,-0.053037,0.255416,0.285957,-0.110471,-0.052394,0.249971,0.278271,-0.113258,-0.049073,0.242362,0.271983,-0.119926,0.049017,-0.237768,0.270775,-0.125892,0.053533,-0.248455,0.283627,-0.126568,0.050703,-0.236538,0.273021,0.120778,0.052586,0.236874,0.271038,0.128044,0.050084,0.237548,0.274468,0.124507,0.049504,0.238499,0.273558,0.114969,-0.052683,-0.229257,0.261824,0.119991,-0.052163,-0.233486,0.267647,0.124784,-0.050332,-0.236174,0.271813
-0.145713,-0.060524,0.240662,0.287774,-0.136462,-0.059946,0.234626,0.277965,-0.140901,-0.056577,0.227971,0.273907,-0.145300,0.055364,-0.222459,0.271413,-0.154030,0.061129,-0.232056,0.285153,-0.153216,0.057278,-0.219302,0.273586,0.145198,0.058840,0.220742,0.270687,0.154018,0.057674,0.220219,0.274853,0.149404,0.057018,0.222885,0.274318,0.140109,-0.060076,-0.214324,0.263010,0.144858,-0.058904,-0.218166,0.268421,0.150605,-0.057623,-0.219444,0.272319
-0.167210,-0.072014,0.224809,0.289283,-0.157194,-0.070810,0.217883,0.277843,-0.160381,-0.067418,0.211620,0.273953,-0.163849,0.065077,-0.206164,0.271266,-0.173994,0.070880,-0.214132,0.284870,-0.171549,0.068518,-0.201946,0.273689,0.165248,0.069751,0.204040,0.271670,0.172927,0.068801,0.202143,0.274771,0.169013,0.071335,0.205876,0.275752,0.158329,-0.071458,-0.197296,0.262869,0.163826,-0.068812,-0.200755,0.268098,0.169519,-0.069095,-0.203009,0.273356
-0.182101,-0.081934,0.211452,0.290837,-0.171530,-0.079440,0.204541,0.278514,-0.175056,-0.076574,0.198351,0.275411,-0.178507,0.073382,-0.192232,0.272402,-0.187933,0.080089,-0.200216,0.286041,-0.184873,0.076502,-0.189662,0.275685,0.179952,0.077985,0.189817,0.272938,0.187681,0.077032,0.187463,0.276225,0.181847,0.079304,0.191882,0.276000,0.171820,-0.079559,-0.183628,0.263763,0.177607,-0.076228,-0.186848,0.268826,0.183332,-0.076055,-0.188724,0.273883
-0.206483,-0.078481,0.187974,0.290049,-0.195665,-0.076621,0.182191,0.278118,-0.200374,-0.073784,0.175587,0.276450,-0.201505,0.071305,-0.170734,0.273566,-0.213451,0.075761,-0.174273,0.285784,-0.208267,0.073035,-0.164732,0.275401,0.203601,0.074596,0.165029,0.272493,0.211473,0.074773,0.162482,0.276970,0.206692,0.079276,0.166179,0.276807,0.195765,-0.076996,-0.159572,0.264037,0.202067,-0.073774,-0.162144,0.269378,0.207864,-0.073751,-0.163345,0.274460
-0.239201,-0.084205,0.146179,0.292704,-0.227072,-0.081580,0.142679,0.280311,-0.231376,-0.079902,0.135891,0.279975,-0.228950,0.076359,-0.129050,0.273684,-0.241957,0.080549,-0.132102,0.287197,-0.235844,0.077296,-0.123824,0.277362,0.232031,0.078601,0.123315,0.274268,0.239421,0.079532,0.121013,0.279807,0.233951,0.085642,0.124897,0.278687,0.223245,-0.082296,-0.120134,0.266540,0.229935,-0.076634,-0.123394,0.271972,0.235695,-0.078861,-0.122169,0.276941
-0.264317,-0.081999,0.098931,0.293895,-0.251052,-0.078761,0.096083,0.280111,-0.254421,-0.076347,0.090136,0.280506,-0.250988,0.073816,-0.085177,0.275134,-0.265012,0.076836,-0.082929,0.288119,-0.257173,0.074405,-0.075360,0.278124,0.253829,0.075773,0.077770,0.276078,0.259889,0.077264,0.071762,0.280467,0.255768,0.084599,0.075907,0.279885,0.244851,-0.078989,-0.073922,0.267686,0.252513,-0.073113,-0.076822,0.273879,0.257393,-0.076220,-0.076467,0.279119
-0.276324,-0.078050,0.063124,0.293992,-0.263429,-0.074557,0.063035,0.280939,-0.266461,-0.073467,0.057453,0.282311,-0.261097,0.071244,-0.052506,0.275688,-0.276540,0.072717,-0.050923,0.290440,-0.267398,0.069832,-0.042957,0.279684,0.264163,0.071639,0.045728,0.277498,0.270175,0.073837,0.041110,0.283084,0.264956,0.082464,0.045997,0.281279,0.254409,-0.076092,-0.044209,0.269199,0.263141,-0.069456,-0.046673,0.276126,0.266670,-0.073192,-0.044085,0.280024
-0.279260,-0.079321,0.042601,0.293416,-0.267297,-0.076677,0.042063,0.281240,-0.269612,-0.075154,0.037424,0.282382,-0.264483,0.072597,-0.031214,0.276036,-0.278898,0.073610,-0.029321,0.289935,-0.269670,0.071718,-0.022596,0.279957,0.266990,0.072517,0.024300,0.277728,0.272097,0.075233,0.019489,0.282978,0.267420,0.084703,0.022086,0.281382,0.257694,-0.078180,-0.022418,0.270224,0.265125,-0.071381,-0.024344,0.275643,0.269144,-0.075882,-0.023203,0.280597
-0.281724,-0.082343,0.012726,0.293787,-0.269411,-0.078687,0.014876,0.281061,-0.271989,-0.076587,0.009749,0.282734,-0.264938,0.075384,-0.004319,0.275488,-0.280051,0.075696,0.000836,0.290102,-0.269825,0.074078,0.005093,0.279856,0.267453,0.074979,-0.003323,0.277784,0.272565,0.077914,-0.009191,0.283631,0.267831,0.087222,-0.005629,0.281732,0.258242,-0.079673,0.005323,0.270306,0.265786,-0.072848,0.001723,0.275594,0.271617,-0.076984,0.005847,0.282377
-0.283035,-0.073630,-0.014860,0.292833,-0.271886,-0.070182,-0.011830,0.281047,-0.273746,-0.069977,-0.017072,0.283064,-0.265696,0.067449,0.021684,0.274980,-0.281204,0.067896,0.028693,0.290704,-0.270806,0.065040,0.031748,0.280311,0.267813,0.065954,-0.028491,0.277282,0.272305,0.069359,-0.034635,0.283126,0.270346,0.079766,-0.032545,0.283741,0.259636,-0.071159,0.028829,0.270750,0.267057,-0.063909,0.027409,0.275962,0.271720,-0.069402,0.030814,0.282131
-0.282668,-0.058962,-0.049361,0.292941,-0.270700,-0.056018,-0.045401,0.280139,-0.272248,-0.055380,-0.050015,0.282289,-0.264129,0.054076,0.053669,0.274898,-0.277903,0.052067,0.062622,0.289590,-0.267604,0.050277,0.064594,0.279843,0.266373,0.050003,-0.060989,0.277803,0.269552,0.055695,-0.067976,0.283515,0.267728,0.065675,-0.064852,0.283191,0.257645,-0.056575,0.059461,0.270402,0.264616,-0.048594,0.059771,0.275600,0.269144,-0.054003,0.062028,0.281429
-0.279889,-0.025213,-0.077896,0.291619,-0.269359,-0.023231,-0.073204,0.280094,-0.270853,-0.022086,-0.078327,0.282814,-0.260187,0.022767,0.081762,0.273679,-0.275073,0.017251,0.091788,0.290496,-0.263783,0.016682,0.090420,0.279348,0.263751,0.017435,-0.086902,0.278246,0.266435,0.021519,-0.092695,0.282918,0.265880,0.031587,-0.090084,0.282498,0.256749,-0.023174,0.084039,0.271145,0.261972,-0.014735,0.084012,0.275507,0.265433,-0.019891,0.087789,0.280280
-0.274803,0.006701,-0.097611,0.291701,-0.264563,0.008237,-0.092691,0.280452,-0.265892,0.008336,-0.097315,0.283264,-0.253919,-0.008568,0.101638,0.273640,-0.267737,-0.013472,0.109558,0.289599,-0.258515,-0.013877,0.108216,0.280595,0.257942,-0.012884,-0.101861,0.277625,0.260045,-0.008182,-0.110239,0.282565,0.260285,0.001194,-0.107784,0.281722,0.251970,0.007138,0.099401,0.270961,0.255615,0.014587,0.098978,0.274497,0.259557,0.009941,0.104612,0.280022
-0.268721,0.020451,-0.111003,0.291463,-0.259252,0.021086,-0.103480,0.279936,-0.260312,0.020215,-0.109158,0.282995,-0.247803,-0.021485,0.113093,0.273237,-0.262445,-0.026603,0.122357,0.290786,-0.252990,-0.026164,0.119406,0.280973,0.252287,-0.025407,-0.112490,0.277395,0.254123,-0.020823,-0.121183,0.282307,0.254228,-0.010840,-0.119557,0.281146,0.247290,0.020375,0.110067,0.271445,0.250479,0.026626,0.108651,0.274324,0.254507,0.020754,0.115412,0.280222
-0.271762,0.016855,-0.103596,0.291326,-0.261933,0.017381,-0.097342,0.279976,-0.263825,0.016939,-0.102900,0.283688,-0.251796,-0.017546,0.106491,0.273952,-0.266008,-0.022167,0.115810,0.290970,-0.256191,-0.022384,0.114133,0.281356,0.255526,-0.021350,-0.106029,0.277473,0.257759,-0.017000,-0.114236,0.282452,0.258180,-0.005657,-0.112667,0.281750,0.250177,0.015001,0.103123,0.271013,0.253225,0.021970,0.101941,0.273857,0.258063,0.017130,0.107886,0.280231
-0.278159,0.019006,-0.086724,0.291984,-0.268225,0.020688,-0.080563,0.280825,-0.270233,0.019865,-0.086127,0.284321,-0.258165,-0.021221,0.089573,0.274085,-0.272820,-0.024691,0.097488,0.290765,-0.263318,-0.025657,0.097586,0.281989,0.262723,-0.023438,-0.088749,0.278297,0.264513,-0.019766,-0.096920,0.282402,0.265470,-0.009254,-0.094968,0.282097,0.256649,0.017447,0.086414,0.271368,0.260141,0.025234,0.085657,0.275040,0.264711,0.019878,0.090756,0.280542
-0.286286,0.014219,-0.058858,0.292620,-0.275393,0.014757,-0.053272,0.280886,-0.277053,0.015774,-0.060307,0.283979,-0.266454,-0.016527,0.062283,0.274135,-0.281361,-0.019561,0.070861,0.290806,-0.271271,-0.019389,0.070193,0.280875,0.270178,-0.016500,-0.061538,0.277588,0.273967,-0.013919,-0.070603,0.283261,0.273888,-0.003293,-0.068232,0.282279,0.264664,0.011183,0.059974,0.271604,0.268227,0.018743,0.058601,0.275192,0.273421,0.013125,0.064167,0.281156
-0.292735,0.000672,-0.022147,0.293573,-0.281375,0.001649,-0.017420,0.281919,-0.283977,0.002923,-0.023703,0.284979,-0.273834,-0.003545,0.028410,0.275326,-0.289326,-0.006213,0.032859,0.291252,-0.279895,-0.006144,0.035668,0.282226,0.278301,-0.003664,-0.028294,0.279759,0.281967,-0.002613,-0.035203,0.284168,0.281435,0.009325,-0.032099,0.283413,0.271036,-0.001306,0.026780,0.272359,0.276363,0.006442,0.023350,0.277423,0.280688,0.002340,0.028688,0.282160
-0.293889,-0.003161,0.002403,0.293916,-0.282304,-0.001638,0.007970,0.282421,-0.284597,-0.000201,-0.000065,0.284597,-0.276765,-0.000731,0.003449,0.276788,-0.291160,-0.001107,0.006760,0.291240,-0.282478,-0.003336,0.010291,0.282685,0.279072,-0.000534,-0.003543,0.279095,0.284721,0.000744,-0.009975,0.284896,0.283334,0.011761,-0.006051,0.283642,0.271783,-0.004292,0.003530,0.271840,0.277329,0.002701,0.000227,0.277342,0.282698,-0.001934,0.005189,0.282752
-0.291897,0.001662,0.034679,0.293954,-0.279983,0.001963,0.036775,0.282395,-0.282582,0.003331,0.030750,0.284269,-0.275350,-0.004338,-0.024027,0.276430,-0.290583,-0.005063,-0.022077,0.291465,-0.282426,-0.006466,-0.017848,0.283063,0.278198,-0.003664,0.024799,0.279325,0.283889,-0.002763,0.020101,0.284614,0.283129,0.006936,0.022367,0.284095,0.270887,-0.000958,-0.026057,0.272139,0.275600,0.006748,-0.028036,0.277105,0.281564,0.003099,-0.025388,0.282724
-0.285028,0.001840,0.066175,0.292615,-0.273949,0.003323,0.068809,0.282478,-0.276485,0.004965,0.060160,0.282998,-0.269942,-0.006117,-0.056169,0.275792,-0.285343,-0.005343,-0.055486,0.290737,-0.277417,-0.007516,-0.048815,0.281779,0.272851,-0.005367,0.057278,0.278850,0.279786,-0.004577,0.051743,0.284567,0.278303,0.004820,0.054688,0.283667,0.265361,0.000829,-0.055588,0.271122,0.269956,0.006815,-0.059387,0.276495,0.276565,0.004740,-0.058091,0.282640
-0.267882,0.001148,0.118000,0.292722,-0.255023,0.000687,0.117691,0.280871,-0.258865,0.004129,0.109463,0.281088,-0.254324,-0.004213,-0.104067,0.274824,-0.268471,-0.002908,-0.108120,0.289439,-0.261149,-0.004192,-0.100949,0.280013,0.256760,-0.002425,0.106709,0.278061,0.262954,-0.002403,0.102660,0.282294,0.261774,0.005266,0.106069,0.282496,0.248833,-0.001427,-0.104783,0.269999,0.253123,0.003580,-0.108200,0.275303,0.259660,0.001895,-0.107679,0.281108
-0.241456,-0.006776,0.162117,0.290910,-0.229599,-0.007154,0.160403,0.280171,-0.232875,-0.004193,0.152233,0.278250,-0.230871,0.002565,-0.147572,0.274017,-0.243738,0.004804,-0.152446,0.287526,-0.237652,0.003175,-0.143226,0.277492,0.232339,0.005270,0.149197,0.276169,0.239681,0.005218,0.144982,0.280168,0.237544,0.011407,0.149236,0.280764,0.224440,-0.009466,-0.145931,0.267878,0.228511,-0.004432,-0.149101,0.272888,0.235334,-0.005483,-0.150427,0.279357
-0.203704,-0.018656,0.204407,0.289181,-0.192107,-0.017866,0.200242,0.278067,-0.196499,-0.015240,0.193102,0.275921,-0.196248,0.013319,-0.187162,0.271515,-0.207582,0.016636,-0.195810,0.285848,-0.204135,0.014242,-0.185284,0.276051,0.197329,0.016380,0.190233,0.274582,0.205811,0.015492,0.186747,0.278339,0.202432,0.020070,0.189370,0.277925,0.190638,-0.020401,-0.185212,0.266575,0.193931,-0.015951,-0.188065,0.270614,0.199927,-0.015871,-0.190964,0.276930
-0.164851,-0.023398,0.234003,0.287195,-0.154254,-0.023087,0.228732,0.276850,-0.158056,-0.020193,0.222481,0.273656,-0.160412,0.018697,-0.217733,0.271089,-0.169540,0.023311,-0.226871,0.284179,-0.167417,0.020503,-0.215833,0.273921,0.160981,0.022821,0.218741,0.272550,0.168875,0.020399,0.218275,0.276729,0.165317,0.022961,0.221155,0.277068,0.153899,-0.025266,-0.213351,0.264276,0.157571,-0.021857,-0.216536,0.268690,0.163180,-0.021479,-0.220604,0.275236
-0.115039,-0.024666,0.260765,0.286078,-0.106242,-0.024775,0.252619,0.275168,-0.110003,-0.021569,0.245995,0.270332,-0.114923,0.020731,-0.241761,0.268487,-0.121176,0.026097,-0.253862,0.282508,-0.121197,0.023429,-0.243176,0.272713,0.114814,0.024627,0.244755,0.271466,0.121083,0.022701,0.244096,0.273421,0.117936,0.022227,0.247999,0.275511,0.107601,-0.025759,-0.237790,0.262271,0.110431,-0.023437,-0.241459,0.266546,0.115868,-0.022108,-0.245780,0.272620
-0.059408,-0.015285,0.276590,0.283310,-0.052815,-0.015872,0.268025,0.273640,-0.056524,-0.012449,0.264275,0.270539,-0.063064,0.010454,-0.258877,0.266653,-0.067257,0.016741,-0.271427,0.280136,-0.068779,0.014535,-0.261007,0.270308,0.061758,0.015547,0.262497,0.270112,0.068459,0.011799,0.264590,0.273557,0.066192,0.010456,0.266293,0.274595,0.057620,-0.014956,-0.255247,0.262097,0.058714,-0.014596,-0.258228,0.265221,0.062577,-0.012222,-0.263743,0.271341
-0.014420,-0.003489,0.282262,0.282652,-0.010166,-0.005118,0.273681,0.273918,-0.013896,-0.001476,0.270426,0.270786,-0.021416,0.000742,-0.264502,0.265369,-0.023975,0.006591,-0.279771,0.280874,-0.026742,0.005017,-0.269301,0.270672,0.021041,0.006031,0.268432,0.269323,0.027471,0.001853,0.272962,0.274347,0.024663,-0.002666,0.273967,0.275088,0.019337,-0.004241,-0.262318,0.263064,0.018744,-0.005840,-0.265923,0.266647,0.022480,-0.001501,-0.270074,0.271012
0.015887,0.007167,0.281121,0.281661,0.019074,0.005886,0.273365,0.274093,0.015660,0.008229,0.269755,0.270335,0.007748,-0.009238,-0.266790,0.267062,0.007046,-0.003721,-0.281374,0.281487,0.002178,-0.004830,-0.269967,0.270019,-0.007800,-0.003923,0.269292,0.269434,-0.001880,-0.009095,0.274149,0.274307,-0.004290,-0.013876,0.274858,0.275241,-0.010383,0.006532,-0.262446,0.262733,-0.010548,0.004350,-0.266370,0.266614,-0.006897,0.008748,-0.270974,0.271202
0.051489,0.023869,0.276251,0.282020,0.053059,0.022194,0.267970,0.274073,0.050176,0.024691,0.262942,0.268823,0.040653,-0.026949,-0.260511,0.265038,0.043935,-0.018790,-0.277783,0.281863,0.036934,-0.021418,-0.267382,0.270770,-0.041834,-0.019734,0.265747,0.269743,-0.037672,-0.024903,0.270721,0.274462,-0.038940,-0.031319,0.272984,0.277521,-0.043189,0.022579,-0.259548,0.264084,-0.044568,0.020061,-0.261927,0.266448,-0.043078,0.024449,-0.267313,0.271863
0.086619,0.034939,0.267067,0.282928,0.086683,0.031318,0.259930,0.275786,0.084227,0.034956,0.255302,0.271099,0.074163,-0.035813,-0.253205,0.266262,0.078152,-0.029998,-0.269833,0.282520,0.070811,-0.031443,-0.260632,0.271905,-0.075303,-0.031543,0.257888,0.270502,-0.071231,-0.035861,0.264992,0.276732,-0.072461,-0.043205,0.264517,0.277644,-0.075299,0.033648,-0.251614,0.264786,-0.077114,0.030564,-0.255740,0.268857,-0.076526,0.034434,-0.259565,0.272793
0.113832,0.046749,0.255931,0.283978,0.112674,0.043385,0.247226,0.275133,0.109958,0.046662,0.244160,0.271813,0.099789,-0.047071,-0.242320,0.266256,0.105662,-0.041963,-0.259095,0.282941,0.096891,-0.041870,-0.251148,0.272427,-0.101574,-0.041852,0.248272,0.271492,-0.098348,-0.047988,0.255373,0.277832,-0.100233,-0.055221,0.253616,0.278240,-0.100140,0.045123,-0.241891,0.265660,-0.103150,0.041503,-0.245697,0.269684,-0.103532,0.045991,-0.249760,0.274252
0.138476,0.059460,0.241957,0.285051,0.135468,0.055232,0.234368,0.276280,0.133107,0.057346,0.230649,0.272406,0.122635,-0.058450,-0.229192,0.266430,0.129189,-0.053132,-0.245811,0.282729,0.120027,-0.053084,-0.240426,0.273914,-0.124709,-0.053179,0.237452,0.273430,-0.121154,-0.058816,0.244380,0.279032,-0.122152,-0.066799,0.241995,0.279186,-0.122094,0.057198,-0.229815,0.266446,-0.125475,0.052734,-0.232502,0.269410,-0.126055,0.057244,-0.237721,0.275097
0.153996,0.075842,0.226360,0.284088,0.150888,0.071973,0.220144,0.276425,0.149125,0.074133,0.217508,0.273941,0.139315,-0.073809,-0.216589,0.267894,0.146376,-0.069584,-0.233092,0.283901,0.136604,-0.068747,-0.227659,0.274255,-0.140595,-0.070595,0.225044,0.274582,-0.137569,-0.075658,0.230665,0.279027,-0.138733,-0.083795,0.229159,0.280682,-0.136979,0.072964,-0.217331,0.267057,-0.142714,0.069052,-0.220933,0.271932,-0.142186,0.074681,-0.225469,0.276822
0.174025,0.092996,0.207402,0.286267,0.168731,0.088262,0.200475,0.276497,0.166486,0.089740,0.198907,0.274472,0.156904,-0.090038,-0.197294,0.267677,0.166078,-0.085785,-0.215947,0.285612,0.155661,-0.084859,-0.208523,0.273703,-0.158845,-0.084631,0.207880,0.274970,-0.156790,-0.090600,0.215193,0.281246,-0.157162,-0.100662,0.212469,0.282800,-0.154253,0.088379,-0.202060,0.269134,-0.160410,0.082897,-0.203675,0.272189,-0.161668,0.090155,-0.208435,0.278765
0.191853,0.110074,0.182167,0.286546,0.184667,0.105414,0.176673,0.276455,0.184209,0.106934,0.175910,0.276246,0.175252,-0.106377,-0.174760,0.269389,0.184471,-0.103543,-0.191489,0.285339,0.173374,-0.101954,-0.188157,0.275420,-0.175503,-0.103022,0.185670,0.275477,-0.175336,-0.108117,0.192880,0.282196,-0.175334,-0.118039,0.189355,0.283779,-0.170980,0.106184,-0.179485,0.269674,-0.177751,0.101136,-0.181394,0.273364,-0.179655,0.108227,-0.185625,0.280081
0.208526,0.131322,0.147673,0.287291,0.201891,0.126472,0.141482,0.277078,0.201467,0.126639,0.141251,0.276728,0.194105,-0.126414,-0.141395,0.271385,0.203911,-0.125206,-0.156031,0.285660,0.193773,-0.121959,-0.153810,0.275825,-0.194627,-0.124546,0.154198,0.277793,-0.195388,-0.127957,0.160313,0.283284,-0.194276,-0.138452,0.155405,0.284716,-0.187856,0.126080,-0.148868,0.270828,-0.196261,0.121147,-0.149351,0.274774,-0.198879,0.128053,-0.152829,0.281615
0.229657,0.144099,0.102556,0.289870,0.220560,0.138558,0.099943,0.278986,0.221257,0.138710,0.100121,0.279677,0.214222,-0.137814,-0.099427,0.273440,0.225028,-0.136470,-0.112967,0.286397,0.214792,-0.133697,-0.113393,0.277251,-0.215140,-0.136894,0.112617,0.278761,-0.215492,-0.140840,0.119650,0.283882,-0.215118,-0.150837,0.113143,0.286057,-0.207570,0.138605,-0.107755,0.271860,-0.215636,0.132521,-0.108913,0.275541,-0.219752,0.140007,-0.111768,0.283522
